;CAT1;CAT2;CAT3;ID;Caption
;bob-misc;quests;gorgona foothills;dlc\bob\data\living_world\quests\gorgona_foothills\poi_gor_d_05\hansa_signal_bandit.w2ent;hansa signal bandit
;bob-misc;quests;gorgona foothills;dlc\bob\data\living_world\quests\gorgona_foothills\poi_gor_d_19\poi_gor_d_19_troll.w2ent;poi gor d 19 troll
;bob-misc;quests;plegmund;dlc\bob\data\living_world\quests\plegmund\poi_pleg_01\bandits\poi_pleg_01_thug_bow.w2ent;poi pleg 01 thug bow
;bob-misc;quests;plegmund;dlc\bob\data\living_world\quests\plegmund\poi_pleg_01\bandits\poi_pleg_01_thug_mace.w2ent;poi pleg 01 thug mace
;bob-misc;quests;plegmund;dlc\bob\data\living_world\quests\plegmund\poi_pleg_01\bandits\poi_pleg_01_thug_sword.w2ent;poi pleg 01 thug sword
;bob-misc;quests;plegmund;dlc\bob\data\living_world\quests\plegmund\poi_pleg_01\poi_pleg_01_civil.w2ent;poi pleg 01 civil
;bob-misc;quests;plegmund;dlc\bob\data\living_world\quests\plegmund\poi_pleg_01\poi_pleg_01_worker_big.w2ent;poi pleg 01 worker big
;bob-misc;quests;plegmund;dlc\bob\data\living_world\quests\plegmund\poi_pleg_01\poi_pleg_01_worker.w2ent;poi pleg 01 worker
;bob-misc;quests;plegmund;dlc\bob\data\living_world\quests\plegmund\poi_pleg_02\poi_alt_version\poi_pleg_02_worker_03_alt.w2ent;poi pleg 02 worker 03 alt
;bob-misc;quests;plegmund;dlc\bob\data\living_world\quests\plegmund\poi_pleg_02\poi_alt_version\poi_pleg_02_worker_alt.w2ent;poi pleg 02 worker alt
;bob-misc;quests;plegmund;dlc\bob\data\living_world\quests\plegmund\poi_pleg_02\poi_alt_version\poi_pleg_02_worker_big_alt.w2ent;poi pleg 02 worker big alt
;bob-misc;quests;plegmund;dlc\bob\data\living_world\quests\plegmund\poi_pleg_02\poi_pleg_02_civil.w2ent;poi pleg 02 civil
;bob-misc;quests;plegmund;dlc\bob\data\living_world\quests\plegmund\poi_pleg_02\poi_pleg_02_worker_05_no_vset.w2ent;poi pleg 02 worker 05 no vset
;bob-misc;quests;plegmund;dlc\bob\data\living_world\quests\plegmund\poi_pleg_02\poi_pleg_02_worker_big.w2ent;poi pleg 02 worker big
;bob-misc;quests;plegmund;dlc\bob\data\living_world\quests\plegmund\poi_pleg_02\poi_pleg_02_worker.w2ent;poi pleg 02 worker
;bob-misc;quests;plegmund;dlc\bob\data\living_world\quests\plegmund\poi_pleg_03\poi_pleg_03_spriggan.w2ent;poi pleg 03 spriggan
;bob-misc;quests;plegmund;dlc\bob\data\living_world\quests\plegmund\poi_pleg_03\poi_pleg_03_worker_big.w2ent;poi pleg 03 worker big
;bob-misc;quests;plegmund;dlc\bob\data\living_world\quests\plegmund\poi_pleg_03\poi_pleg_03_worker.w2ent;poi pleg 03 worker
;bob-misc;quests;plegmund;dlc\bob\data\living_world\quests\plegmund\poi_pleg_05\poi_pleg_05_civil.w2ent;poi pleg 05 civil
;bob-misc;quests;plegmund;dlc\bob\data\living_world\quests\plegmund\poi_pleg_05\poi_pleg_05_worker.w2ent;poi pleg 05 worker
;bob-misc;quests;plegmund;dlc\bob\data\living_world\quests\plegmund\poi_pleg_05\raiders\poi_pleg_05_raider_axe.w2ent;poi pleg 05 raider axe
;bob-misc;quests;plegmund;dlc\bob\data\living_world\quests\plegmund\poi_pleg_05\raiders\poi_pleg_05_raider_halberd.w2ent;poi pleg 05 raider halberd
;bob-misc;quests;plegmund;dlc\bob\data\living_world\quests\plegmund\poi_pleg_05\raiders\poi_pleg_05_raider_ranged.w2ent;poi pleg 05 raider ranged
;bob-misc;quests;plegmund;dlc\bob\data\living_world\quests\plegmund\poi_pleg_05\raiders\poi_pleg_05_raider_shield.w2ent;poi pleg 05 raider shield
;bob-misc;quests;vedette valley;dlc\bob\data\living_world\quests\vedette_valley\poi_ved_a_05\noble.w2ent;noble
;bob-misc;quests;vineyards;dlc\bob\data\living_world\quests\vineyards\poi_vin_a_01\entities\poi_vin_a_01_merchant.w2ent;poi vin a 01 merchant
;bob-misc;quests;vineyards;dlc\bob\data\living_world\quests\vineyards\poi_vin_a_02\poi_vin_a_02_supervisor.w2ent;poi vin a 02 supervisor
;bob-misc;quests;wine wars;dlc\bob\data\living_world\quests\lw_wine_wars\entities\poi_cor_ww4_troll.w2ent;poi cor ww4 troll
;bob-misc;quests;wine wars;dlc\bob\data\living_world\quests\lw_wine_wars\entities\sq703_silvan.w2ent;sq703 silvan
;bob-misc;quests;wine wars;dlc\bob\data\living_world\quests\lw_wine_wars\entities\sq703_vineyard_official.w2ent;sq703 vineyard official
;bob-misc;quests;wine wars;dlc\bob\data\living_world\quests\lw_wine_wars\entities\sq703_vineyard_owner_liam.w2ent;sq703 vineyard owner liam
;bob-misc;quests;wine wars;dlc\bob\data\living_world\quests\lw_wine_wars\entities\sq703_vineyard_owner_mathilda.w2ent;sq703 vineyard owner mathilda
;bob-misc;quests;wine wars;dlc\bob\data\living_world\quests\lw_wine_wars\entities\thug_lvl1.w2ent;thug lvl1
;bob-misc;quests;;dlc\bob\data\living_world\quests\scenes\characters\ghoul_lvl3_copy.w2ent;ghoul lvl3 copy
;bob-misc;quests;;dlc\bob\data\living_world\quests\scenes\characters\knight_hansa.w2ent;knight hansa
;bob-misc;templates;;dlc\bob\data\gameplay\templates\presets\beauclair_guard\bg_1h_mace_elite.w2ent;bg 1h mace elite
;bob-misc;templates;;dlc\bob\data\gameplay\templates\presets\beauclair_guard\bg_1h_mace.w2ent;bg 1h mace
;bob-misc;templates;;dlc\bob\data\gameplay\templates\presets\beauclair_guard\bg_1h_sword_hard.w2ent;bg 1h sword hard
;bob-misc;templates;;dlc\bob\data\gameplay\templates\presets\beauclair_guard\bg_1h_sword_normal.w2ent;bg 1h sword normal
;bob-misc;templates;;dlc\bob\data\gameplay\templates\presets\beauclair_guard\bg_2h_halberd.w2ent;bg 2h halberd
;bob-misc;templates;;dlc\bob\data\gameplay\templates\presets\beauclair_guard\bg_2h_spear.w2ent;bg 2h spear
;bob-misc;templates;;dlc\bob\data\gameplay\templates\presets\beauclair_guard\bg_crossbow_turret.w2ent;bg crossbow turret
;bob-misc;templates;;dlc\bob\data\gameplay\templates\presets\beauclair_guard\bg_crossbow.w2ent;bg crossbow
;bob-misc;templates;;dlc\bob\data\gameplay\templates\presets\beauclair_guard\bg_shield_sword_elite.w2ent;bg shield sword elite
;bob-misc;templates;;dlc\bob\data\gameplay\templates\presets\beauclair_guard\bg_shield_sword.w2ent;bg shield sword
;bob-misc;templates;;dlc\bob\data\gameplay\templates\presets\knight_errant\ke_1h_mace_elite.w2ent;ke 1h mace elite
;bob-misc;templates;;dlc\bob\data\gameplay\templates\presets\knight_errant\ke_1h_mace.w2ent;ke 1h mace
;bob-misc;templates;;dlc\bob\data\gameplay\templates\presets\knight_errant\ke_1h_shield_mace_elite.w2ent;ke 1h shield mace elite
;bob-misc;templates;;dlc\bob\data\gameplay\templates\presets\knight_errant\ke_1h_shield_mace.w2ent;ke 1h shield mace
;bob-misc;templates;;dlc\bob\data\gameplay\templates\presets\knight_errant\ke_1h_sword_easy.w2ent;ke 1h sword easy
;bob-misc;templates;;dlc\bob\data\gameplay\templates\presets\knight_errant\ke_1h_sword_hard.w2ent;ke 1h sword hard
;bob-misc;templates;;dlc\bob\data\gameplay\templates\presets\knight_errant\ke_1h_sword_normal.w2ent;ke 1h sword normal
;bob-misc;templates;;dlc\bob\data\gameplay\templates\presets\knight_errant\ke_1h_sword_superhard.w2ent;ke 1h sword superhard
;bob-misc;templates;;dlc\bob\data\gameplay\templates\presets\knight_errant\ke_2h_hammer.w2ent;ke 2h hammer
;bob-misc;templates;;dlc\bob\data\gameplay\templates\presets\knight_errant\ke_2h_sword.w2ent;ke 2h sword
;bob-misc;templates;;dlc\bob\data\gameplay\templates\presets\knight_errant\ke_crossbow_turret.w2ent;ke crossbow turret
;bob-misc;templates;;dlc\bob\data\gameplay\templates\presets\knight_errant\ke_crossbow.w2ent;ke crossbow
;bob-misc;templates;;dlc\bob\data\gameplay\templates\presets\knight_errant\ke_shield_sword_elite.w2ent;ke shield sword elite
;bob-misc;templates;;dlc\bob\data\gameplay\templates\presets\knight_errant\ke_shield_sword_rider.w2ent;ke shield sword rider
;bob-misc;templates;;dlc\bob\data\gameplay\templates\presets\knight_errant\ke_shield_sword.w2ent;ke shield sword
;bob-misc;;;dlc\bob\data\qa\dialogues\bob_guard_lvl2_test_entity.w2ent;bob guard lvl2 test entity
;bob-misc;;;dlc\bob\data\qa\dialogues\bob_knight_test_entity.w2ent;bob knight test entity
;bob-misc;;;dlc\bob\data\qa\quests\ep2_entry_point_quest\characters\ep2_entry_point_woman.w2ent;ep2 entry point woman
;bob-monster hunts;tectonic terror;;dlc\bob\data\quests\monster_hunts\quest_files\mh701_tectonic_terror\characters\mh701_andree_bourbeau_no_vs.w2ent;mh701 andree bourbeau no vs
;bob-monster hunts;tectonic terror;;dlc\bob\data\quests\monster_hunts\quest_files\mh701_tectonic_terror\characters\mh701_andree_bourbeau.w2ent;mh701 andree bourbeau
;bob-monster hunts;tectonic terror;;dlc\bob\data\quests\monster_hunts\quest_files\mh701_tectonic_terror\characters\mh701_kikimore_ambush.w2ent;mh701 kikimore ambush
;bob-monster hunts;tectonic terror;;dlc\bob\data\quests\monster_hunts\quest_files\mh701_tectonic_terror\characters\mh701_kikimore_warrior.w2ent;mh701 kikimore warrior
;bob-monster hunts;tectonic terror;;dlc\bob\data\quests\monster_hunts\quest_files\mh701_tectonic_terror\characters\mh701_kikimore.w2ent;mh701 kikimore
;bob-monster hunts;tectonic terror;;dlc\bob\data\quests\monster_hunts\quest_files\mh701_tectonic_terror\characters\mh701_mannes_smol.w2ent;mh701 mannes smol
;bob-monster hunts;tectonic terror;;dlc\bob\data\quests\monster_hunts\quest_files\mh701_tectonic_terror\characters\mh701_scolopendromorph.w2ent;mh701 scolopendromorph
;bob-monster hunts;tectonic terror;;dlc\bob\data\quests\monster_hunts\quest_files\mh701_tectonic_terror\characters\mh701_sharley_matriarch.w2ent;mh701 sharley matriarch
;bob-monster hunts;tectonic terror;;dlc\bob\data\quests\monster_hunts\quest_files\mh701_tectonic_terror\characters\mh701_wineyard_owner_no_vs.w2ent;mh701 wineyard owner no vs
;bob-monster hunts;tectonic terror;;dlc\bob\data\quests\monster_hunts\quest_files\mh701_tectonic_terror\characters\mh701_wineyard_owner.w2ent;mh701 wineyard owner
;bob-monster hunts;tectonic terror;;dlc\bob\data\quests\monster_hunts\quest_files\mh701_tectonic_terror\characters\mh701_worker2.w2ent;mh701 worker2
;bob-quests;main npcs;;dlc\bob\data\quests\main_npcs\anna_henrietta.w2ent;anna henrietta
;bob-quests;main npcs;;dlc\bob\data\quests\main_npcs\dettlaff_van_eretein_monster.w2ent;dettlaff van eretein monster
;bob-quests;main npcs;;dlc\bob\data\quests\main_npcs\dettlaff_van_eretein_vampire.w2ent;dettlaff van eretein vampire
;bob-quests;main npcs;;dlc\bob\data\quests\main_npcs\dettlaff_van_eretein.w2ent;dettlaff van eretein
;bob-quests;main npcs;;dlc\bob\data\quests\main_npcs\regis_terzieff_vampire.w2ent;regis terzieff vampire
;bob-quests;main npcs;;dlc\bob\data\quests\main_npcs\regis.w2ent;regis
;bob-quests;main npcs;;dlc\bob\data\quests\main_npcs\syanna.w2ent;syanna
;bob-quests;secondary npcs;;dlc\bob\data\quests\secondary_npcs\alcides_fierabras.w2ent;alcides fierabras
;bob-quests;secondary npcs;;dlc\bob\data\quests\secondary_npcs\anna_henrietta_retinue.w2ent;anna henrietta retinue
;bob-quests;secondary npcs;;dlc\bob\data\quests\secondary_npcs\blind_prophetess.w2ent;blind prophetess
;bob-quests;secondary npcs;;dlc\bob\data\quests\secondary_npcs\butler.w2ent;butler
;bob-quests;secondary npcs;;dlc\bob\data\quests\secondary_npcs\damien.w2ent;damien
;bob-quests;secondary npcs;;dlc\bob\data\quests\secondary_npcs\guillaume.w2ent;guillaume
;bob-quests;secondary npcs;;dlc\bob\data\quests\secondary_npcs\lady_of_the_lake.w2ent;lady of the lake
;bob-quests;secondary npcs;;dlc\bob\data\quests\secondary_npcs\malatesta.w2ent;malatesta
;bob-quests;secondary npcs;;dlc\bob\data\quests\secondary_npcs\milton_de_peyrac.w2ent;milton de peyrac
;bob-quests;secondary npcs;;dlc\bob\data\quests\secondary_npcs\palmerin.w2ent;palmerin
;bob-quests;secondary npcs;;dlc\bob\data\quests\secondary_npcs\quarry_foreman.w2ent;quarry foreman
;bob-quests;secondary npcs;;dlc\bob\data\quests\secondary_npcs\royal_bard.w2ent;royal bard
;bob-quests;secondary npcs;;dlc\bob\data\quests\secondary_npcs\slavko_atimstein.w2ent;slavko atimstein
;bob-quests;secondary npcs;;dlc\bob\data\quests\secondary_npcs\tremblay.w2ent;tremblay
;bob-quests;secondary npcs;;dlc\bob\data\quests\secondary_npcs\vampire_diva.w2ent;vampire diva
;bob-quests;secondary npcs;;dlc\bob\data\quests\secondary_npcs\vivienne.w2ent;vivienne
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\characters\contestants\sq701_delwyn_rest.w2ent;sq701 delwyn rest
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\characters\contestants\sq701_delwyn.w2ent;sq701 delwyn
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\characters\contestants\sq701_donimir_rest.w2ent;sq701 donimir rest
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\characters\contestants\sq701_donimir.w2ent;sq701 donimir
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\characters\contestants\sq701_guy_rest.w2ent;sq701 guy rest
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\characters\contestants\sq701_guy.w2ent;sq701 guy
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\characters\contestants\sq701_horm_bow.w2ent;sq701 horm bow
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\characters\contestants\sq701_horm_rest.w2ent;sq701 horm rest
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\characters\contestants\sq701_horm.w2ent;sq701 horm
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\characters\contestants\sq701_llinos_rest.w2ent;sq701 llinos rest
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\characters\contestants\sq701_llinos.w2ent;sq701 llinos
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\characters\contestants\sq701_rainfarn_rest.w2ent;sq701 rainfarn rest
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\characters\contestants\sq701_rainfarn_shield.w2ent;sq701 rainfarn shield
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\characters\contestants\sq701_rainfarn.w2ent;sq701 rainfarn
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\characters\minor\sq701_blacksmith.w2ent;sq701 blacksmith
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\characters\minor\sq701_chorus.w2ent;sq701 chorus
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\characters\minor\sq701_crowd_boy.w2ent;sq701 crowd boy
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\characters\minor\sq701_crowd_female.w2ent;sq701 crowd female
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\characters\minor\sq701_crowd_girl.w2ent;sq701 crowd girl
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\characters\minor\sq701_crowd_male.w2ent;sq701 crowd male
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\characters\minor\sq701_drunk_guy.w2ent;sq701 drunk guy
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\characters\minor\sq701_fan.w2ent;sq701 fan
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\characters\minor\sq701_goons.w2ent;sq701 goons
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\characters\minor\sq701_innkeeper.w2ent;sq701 innkeeper
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\characters\minor\sq701_knight_horses.w2ent;sq701 knight horses
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\characters\minor\sq701_medic.w2ent;sq701 medic
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\characters\minor\sq701_noblewoman.w2ent;sq701 noblewoman
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\characters\minor\sq701_patient.w2ent;sq701 patient
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\characters\minor\sq701_race_referee.w2ent;sq701 race referee
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\characters\minor\sq701_squire.w2ent;sq701 squire
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\characters\minor\sq701_vivienne_guard.w2ent;sq701 vivienne guard
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\characters\minor\sq701_worker.w2ent;sq701 worker
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\characters\sq701_anseis_rest.w2ent;sq701 anseis rest
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\characters\sq701_anseis_shield.w2ent;sq701 anseis shield
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\characters\sq701_anseis.w2ent;sq701 anseis
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\characters\sq701_gregoire.w2ent;sq701 gregoire
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\characters\sq701_guillaume_drunk.w2ent;sq701 guillaume drunk
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\characters\sq701_guillaume_epilogues.w2ent;sq701 guillaume epilogues
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\characters\sq701_guillaume_fistfight.w2ent;sq701 guillaume fistfight
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\characters\sq701_guillaume.w2ent;sq701 guillaume
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\characters\sq701_herald.w2ent;sq701 herald
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\characters\sq701_palmerin_shield.w2ent;sq701 palmerin shield
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\characters\sq701_palmerin.w2ent;sq701 palmerin
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\characters\sq701_scribe.w2ent;sq701 scribe
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\characters\sq701_tailles_fistfight.w2ent;sq701 tailles fistfight
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\characters\sq701_tailles_rest.w2ent;sq701 tailles rest
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\characters\sq701_tailles_shield.w2ent;sq701 tailles shield
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\characters\sq701_tailles.w2ent;sq701 tailles
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\characters\sq701_the_hill.w2ent;sq701 the hill
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\characters\sq701_vivienne.w2ent;sq701 vivienne
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\entities\sq701_background_horse.w2ent;sq701 background horse
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\entities\sq701_fake_time_npc.w2ent;sq701 fake time npc
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\entities\sq701_panther_meadow.w2ent;sq701 panther meadow
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\entities\sq701_panther.w2ent;sq701 panther
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\entities\sq701_wight.w2ent;sq701 wight
;bob-side quests;tournament;;dlc\bob\data\quests\sidequests\quest_files\sq701_tournament\entities\sq701_wild_boars.w2ent;sq701 wild boars
;bob-side quests;wine wars;;dlc\bob\data\quests\sidequests\quest_files\sq703_wine_wars\characters\sq703_bear.w2ent;sq703 bear
;bob-side quests;wine wars;;dlc\bob\data\quests\sidequests\quest_files\sq703_wine_wars\characters\sq703_deer.w2ent;sq703 deer
;bob-side quests;wine wars;;dlc\bob\data\quests\sidequests\quest_files\sq703_wine_wars\characters\sq703_guards.w2ent;sq703 guards
;bob-side quests;wine wars;;dlc\bob\data\quests\sidequests\quest_files\sq703_wine_wars\characters\sq703_investor.w2ent;sq703 investor
;bob-side quests;wine wars;;dlc\bob\data\quests\sidequests\quest_files\sq703_wine_wars\characters\sq703_lector.w2ent;sq703 lector
;bob-side quests;wine wars;;dlc\bob\data\quests\sidequests\quest_files\sq703_wine_wars\characters\sq703_panther_kid.w2ent;sq703 panther kid
;bob-side quests;wine wars;;dlc\bob\data\quests\sidequests\quest_files\sq703_wine_wars\characters\sq703_panther_male.w2ent;sq703 panther male
;bob-side quests;wine wars;;dlc\bob\data\quests\sidequests\quest_files\sq703_wine_wars\characters\sq703_peacocks.w2ent;sq703 peacocks
;bob-side quests;wine wars;;dlc\bob\data\quests\sidequests\quest_files\sq703_wine_wars\characters\sq703_picnic_guest_man.w2ent;sq703 picnic guest man
;bob-side quests;wine wars;;dlc\bob\data\quests\sidequests\quest_files\sq703_wine_wars\characters\sq703_scolopendros.w2ent;sq703 scolopendros
;bob-side quests;wine wars;;dlc\bob\data\quests\sidequests\quest_files\sq703_wine_wars\characters\sq703_servants.w2ent;sq703 servants
;hos-characters;animals;;dlc\ep1\data\characters\npc_entities\animals\demonic_cat_mimic.w2ent;demonic cat mimic
;hos-characters;animals;;dlc\ep1\data\characters\npc_entities\animals\demonic_cat.w2ent;demonic cat
;hos-characters;animals;;dlc\ep1\data\characters\npc_entities\animals\demonic_dog_mimic.w2ent;demonic dog mimic
;hos-characters;animals;;dlc\ep1\data\characters\npc_entities\animals\demonic_dog.w2ent;demonic dog
;hos-characters;animals;;dlc\ep1\data\characters\npc_entities\animals\dog.w2ent;dog
;hos-characters;animals;;dlc\ep1\data\characters\npc_entities\animals\horse\horse_racing_ofir.w2ent;horse racing ofir
;hos-characters;animals;;dlc\ep1\data\characters\npc_entities\animals\race_pig.w2ent;race pig
;hos-characters;crowd npcs;wedding;dlc\ep1\data\characters\npc_entities\crowd_npc\wedding_guests\fire_eater.w2ent;fire eater
;hos-characters;crowd npcs;wedding;dlc\ep1\data\characters\npc_entities\crowd_npc\wedding_guests\wedding_guest_child.w2ent;wedding guest child
;hos-characters;crowd npcs;wedding;dlc\ep1\data\characters\npc_entities\crowd_npc\wedding_guests\wedding_guest_dwarf.w2ent;wedding guest dwarf
;hos-characters;crowd npcs;wedding;dlc\ep1\data\characters\npc_entities\crowd_npc\wedding_guests\wedding_guest_halfling.w2ent;wedding guest halfling
;hos-characters;crowd npcs;wedding;dlc\ep1\data\characters\npc_entities\crowd_npc\wedding_guests\wedding_guest_woman.w2ent;wedding guest woman
;hos-characters;crowd npcs;wedding;dlc\ep1\data\characters\npc_entities\crowd_npc\wedding_guests\wedding_guest.w2ent;wedding guest
;hos-characters;crowd npcs;;dlc\ep1\data\characters\npc_entities\crowd_npc\auction_house_guards\auction_house_guards.w2ent;auction house guards
;hos-characters;crowd npcs;;dlc\ep1\data\characters\npc_entities\crowd_npc\auction_participants\auction_participant_woman.w2ent;auction participant woman
;hos-characters;crowd npcs;;dlc\ep1\data\characters\npc_entities\crowd_npc\auction_participants\auction_participant.w2ent;auction participant
;hos-characters;crowd npcs;;dlc\ep1\data\characters\npc_entities\crowd_npc\flaming_rose_guard\flaming_rose_guard.w2ent;flaming rose guard
;hos-characters;crowd npcs;;dlc\ep1\data\characters\npc_entities\crowd_npc\hakland_warrior\hakland_warrior.w2ent;hakland warrior
;hos-characters;crowd npcs;;dlc\ep1\data\characters\npc_entities\crowd_npc\mirror_crowd\mirror_crowd.w2ent;mirror crowd
;hos-characters;crowd npcs;;dlc\ep1\data\characters\npc_entities\crowd_npc\mq6003_tax_collector\mq6003_tax_collector.w2ent;mq6003 tax collector
;hos-characters;crowd npcs;;dlc\ep1\data\characters\npc_entities\crowd_npc\mq6004_baker\mq6004_baker.w2ent;mq6004 baker
;hos-characters;crowd npcs;;dlc\ep1\data\characters\npc_entities\crowd_npc\mq6004_rose_fisstech_manufacturers\mq6004_rose_fisstech_manufacturers.w2ent;mq6004 rose fisstech manufacturers
;hos-characters;crowd npcs;;dlc\ep1\data\characters\npc_entities\crowd_npc\ofir_enchanter\ofir_enchanter.w2ent;ofir enchanter
;hos-characters;crowd npcs;;dlc\ep1\data\characters\npc_entities\crowd_npc\olgierds_gang_members\mq6003_fisstech_dealer.w2ent;mq6003 fisstech dealer
;hos-characters;crowd npcs;;dlc\ep1\data\characters\npc_entities\crowd_npc\olgierds_gang_members\olgierds_gang_member_man_big.w2ent;olgierds gang member man big
;hos-characters;crowd npcs;;dlc\ep1\data\characters\npc_entities\crowd_npc\olgierds_gang_members\olgierds_gang_member_man.w2ent;olgierds gang member man
;hos-characters;crowd npcs;;dlc\ep1\data\characters\npc_entities\crowd_npc\olgierds_gang_members\olgierds_gang_member_woman.w2ent;olgierds gang member woman
;hos-characters;crowd npcs;;dlc\ep1\data\characters\npc_entities\crowd_npc\q602_redanian_soldiers\q602_redanian_soldiers.w2ent;q602 redanian soldiers
;hos-characters;crowd npcs;;dlc\ep1\data\characters\npc_entities\crowd_npc\q603_army_cook\q603_army_cook.w2ent;q603 army cook
;hos-characters;crowd npcs;;dlc\ep1\data\characters\npc_entities\crowd_npc\q605\q605_drunk.w2ent;q605 drunk
;hos-characters;main npcs;;dlc\ep1\data\characters\npc_entities\main_npc\ewald_borsody.w2ent;ewald borsody
;hos-characters;main npcs;;dlc\ep1\data\characters\npc_entities\main_npc\horst_borsody.w2ent;horst borsody
;hos-characters;main npcs;;dlc\ep1\data\characters\npc_entities\main_npc\iris.w2ent;iris
;hos-characters;main npcs;;dlc\ep1\data\characters\npc_entities\main_npc\mirror_man.w2ent;mirror man
;hos-characters;main npcs;;dlc\ep1\data\characters\npc_entities\main_npc\olgierd.w2ent;olgierd
;hos-characters;main npcs;;dlc\ep1\data\characters\npc_entities\main_npc\shani.w2ent;shani
;hos-characters;monsters;arachas;dlc\ep1\data\characters\npc_entities\monsters\arachas_lvl2__armored_ep1.w2ent;arachas lvl2 armored ep1
;hos-characters;monsters;arachas;dlc\ep1\data\characters\npc_entities\monsters\arachas_lvl2_ep1.w2ent;arachas lvl2 ep1
