file;cat1;cat2;cat3;id;caption;frames
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_top_fly_attack_fire1_stop;dragon top fly attack fire1 stop;30
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_top_fly_idle;dragon top fly idle;30
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_top_fly_left_attack_fire1_loop;dragon top fly left attack fire1 loop;30
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_top_fly_left_attack_fire1_start;dragon top fly left attack fire1 start;60
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_top_fly_left_attack_fire1_stop;dragon top fly left attack fire1 stop;30
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_top_fly_left_loop;dragon top fly left loop;30
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_top_fly_left_start;dragon top fly left start;30
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_top_fly_left_stop;dragon top fly left stop;30
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_top_fly_right_attack_fire1_loop;dragon top fly right attack fire1 loop;30
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_top_fly_right_attack_fire1_start;dragon top fly right attack fire1 start;60
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_top_fly_right_attack_fire1_stop;dragon top fly right attack fire1 stop;30
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_top_fly_right_loop;dragon top fly right loop;30
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_top_fly_right_start;dragon top fly right start;30
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_top_fly_right_stop;dragon top fly right stop;30
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_top_fly_to_edge;dragon top fly to edge;61
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_top_hit_front;dragon top hit front;25
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_top_hit_left;dragon top hit left;25
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_top_hit_right;dragon top hit right;25
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_top_up_attack_front_claw;dragon top up attack front claw;70
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_top_up_attack_front_claw1;dragon top up attack front claw1;70
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_top_up_attack_left_claw;dragon top up attack left claw;35
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_top_up_attack_left_claw1;dragon top up attack left claw1;35
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_top_up_attack_right_claw;dragon top up attack right claw;35
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_top_up_attack_right_claw1;dragon top up attack right claw1;35
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_top_up_idle;dragon top up idle;50
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_top_up_to_fly;dragon top up to fly;120
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_top_up_walk_left;dragon top up walk left;45
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_top_up_walk_right;dragon top up walk right;45
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_top_wall_walk_left_loop;dragon top wall walk left loop;24
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_top_wall_walk_left_loop_attack1;dragon top wall walk left loop attack1;65
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_top_wall_walk_left_loop_attack2;dragon top wall walk left loop attack2;90
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_top_wall_walk_left_start;dragon top wall walk left start;30
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_top_wall_walk_left_stop;dragon top wall walk left stop;40
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_top_wall_walk_left_stop_attack1;dragon top wall walk left stop attack1;80
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_top_wall_walk_right_loop;dragon top wall walk right loop;24
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_top_wall_walk_right_loop_attack1;dragon top wall walk right loop attack1;65
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_top_wall_walk_right_loop_attack2;dragon top wall walk right loop attack2;90
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_top_wall_walk_right_start;dragon top wall walk right start;30
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_top_wall_walk_right_stop;dragon top wall walk right stop;40
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_top_wall_walk_right_stop_attack1;dragon top wall walk right stop attack1;95
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_window_attack_blow1;dragon window attack blow1;60
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_window_attack_claw1_1;dragon window attack claw1 1;30
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_window_attack_claw1_2;dragon window attack claw1 2;30
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_window_attack_claw1_3;dragon window attack claw1 3;40
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_window_attack_claw1_loop;dragon window attack claw1 loop;30
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_window_attack_claw1_start;dragon window attack claw1 start;60
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_window_attack_claw1_stop;dragon window attack claw1 stop;40
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_window_attack_fire_front1_loop;dragon window attack fire front1 loop;30
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_window_attack_fire_front1_start;dragon window attack fire front1 start;60
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_window_attack_fire_front1_stop;dragon window attack fire front1 stop;40
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_window_attack_fire_left1_loop;dragon window attack fire left1 loop;40
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_window_attack_fire_left1_start;dragon window attack fire left1 start;100
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_window_attack_fire_left1_stop;dragon window attack fire left1 stop;78
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_window_attack_fire_right1_loop;dragon window attack fire right1 loop;40
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_window_attack_fire_right1_start;dragon window attack fire right1 start;60
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_window_attack_fire_right1_stop;dragon window attack fire right1 stop;78
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_window_destroy1;dragon window destroy1;60
characters\monsters\dragon\dragon_a3\dragon_a3_animation.w2anims;monsters;dragon_a3;dragon_a3_animation;dragon_window_idle;dragon window idle;60
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;2handed_artillery;2handed artillery;100
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;2handed_artillery_hit_to_specjal;2handed artillery hit to specjal;60
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;2handed_attack_back1;2handed attack back1;58
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;2handed_attack_dynamic1;2handed attack dynamic1;54
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;2handed_attack_dynamic2;2handed attack dynamic2;54
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;2handed_attack_dynamic3;2handed attack dynamic3;40
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;2handed_attack_dynamic4;2handed attack dynamic4;41
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;2handed_attack_static1;2handed attack static1;54
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;2handed_attack_static2;2handed attack static2;70
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;2handed_die;2handed die;170
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;2handed_hit_dynamic1;2handed hit dynamic1;40
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;2handed_hit_static1;2handed hit static1;40
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;2handed_hitcounter1;2handed hitcounter1;68
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;2handed_hitcounter2;2handed hitcounter2;59
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;2handed_hitcounter3;2handed hitcounter3;54
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;2handed_idle;2handed idle;54
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;2handed_push_front1;2handed push front1;60
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;2handed_run;2handed run;24
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;2handed_special_charge;2handed special charge;70
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;2handed_special_drain;2handed special drain;160
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;2handed_special_drain_start;2handed special drain start;75
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;2handed_special_hit;2handed special hit;20
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;2handed_special_kick;2handed special kick;60
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;2handed_special_loop;2handed special loop;50
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;2handed_special_pull;2handed special pull;50
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;2handed_special_start;2handed special start;75
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;2handed_special_stop;2handed special stop;35
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;2handed_walk;2handed walk;30
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;2handed_walkB;2handed walkB;34
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;2handed_walkL;2handed walkL;32
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;2handed_walkR;2handed walkR;32
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;2handed_whirlwind_charge;2handed whirlwind charge;91
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;armor_shield_attack_dynamic1;armor shield attack dynamic1;59
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;armor_shield_attack_static1;armor shield attack static1;55
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;armor_shield_block_attack1;armor shield block attack1;49
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;armor_shield_block_attack2;armor shield block attack2;54
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;armor_shield_block_counter_back;armor shield block counter back;50
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;armor_shield_block_counter_back_2;armor shield block counter back 2;58
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;armor_shield_block_hitblock;armor shield block hitblock;50
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;armor_shield_block_hitblock2;armor shield block hitblock2;50
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;armor_shield_block_hitblock3;armor shield block hitblock3;50
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;armor_shield_block_loop;armor shield block loop;50
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;armor_shield_block_start;armor shield block start;30
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;armor_shield_block_stop;armor shield block stop;30
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;armor_shield_block_turn_back;armor shield block turn back;25
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;armor_shield_charge;armor shield charge;49
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;armor_shield_cover_attack;armor shield cover attack;55
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;armor_shield_cover_loop;armor shield cover loop;54
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;armor_shield_cover_start;armor shield cover start;60
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;armor_shield_cover_stop;armor shield cover stop;20
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;armor_shield_hitblock1;armor shield hitblock1;42
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;armor_shield_idle;armor shield idle;54
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;armor_shield_idle_taunt1;armor shield idle taunt1;160
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;armor_shield_run;armor shield run;24
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;armor_shield_shieldbreak;armor shield shieldbreak;40
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;armor_shield_walk;armor shield walk;30
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;armor_shield_walkB;armor shield walkB;34
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;armor_shield_walkL;armor shield walkL;32
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;armor_shield_walkR;armor shield walkR;32
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;armor_shield_weakened_die1;armor shield weakened die1;93
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;armor_shield_weakened_hitback1;armor shield weakened hitback1;59
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;armor_shield_weakened_hitblock1;armor shield weakened hitblock1;37
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;armor_shield_weakened_loop;armor shield weakened loop;54
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;armor_shield_weakened_start;armor shield weakened start;40
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;armor_shield_weakened_stop;armor shield weakened stop;32
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;c_sword_die;c sword die;73
characters\monsters\draug\draug_animations.w2anims;monsters;draug;draug_animations;c_sword_die1;c sword die1;71
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_aard_reaction_b;c aard reaction b;125
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_aard_reaction_f;c aard reaction f;150
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_attack_shd_dynamic_1;c attack shd dynamic 1;55
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_attack_shd_dynamic_2;c attack shd dynamic 2;75
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_attack_swd_dynamic_1;c attack swd dynamic 1;70
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_attack_swd_dynamic_2;c attack swd dynamic 2;56
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_attack_swd_dynamic_3;c attack swd dynamic 3;85
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_attack_swd_dynamic_4;c attack swd dynamic 4;105
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_attack_swd_dynamic_5_slow;c attack swd dynamic 5 slow;132
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_attack_swd_dynamic_6;c attack swd dynamic 6;89
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_attack_swd_dynamic_7;c attack swd dynamic 7;100
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_attack_swd_static_1;c attack swd static 1;67
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_attack_swd_static_2;c attack swd static 2;70
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_attack_swd_static_3;c attack swd static 3;77
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_axii_reaction_loop;c axii reaction loop;23
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_axii_reaction_start;c axii reaction start;50
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_axii_reaction_stop;c axii reaction stop;118
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_axii_reaction_succes;c axii reaction succes;118
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_backhit_1;c backhit 1;66
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_backhit_2;c backhit 2;67
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_charge;c charge;83
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_death_back;c death back;103
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_death_front;c death front;186
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_from_slot1;c from slot1;114
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_from_slot2;c from slot2;105
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_hit_1;c hit 1;55
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_hit_2;c hit 2;74
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_hit_3;c hit 3;80
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_hitblock_1;c hitblock 1;34
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_hitblock_2;c hitblock 2;40
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_hitblock_3;c hitblock 3;51
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_hitblock_4;c hitblock 4;51
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_idle;c idle;80
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_reflected1;c reflected1;112
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_reflected2;c reflected2;122
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_run_dir_left;c run dir left;20
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_run_dir_right;c run dir right;20
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_run_f;c run f;20
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_shield_cover_attack;c shield cover attack;45
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_shield_cover_loop;c shield cover loop;60
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_shield_cover_start;c shield cover start;90
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_shield_cover_stop;c shield cover stop;25
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_step_b;c step b;65
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_step_f;c step f;57
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_step_l;c step l;67
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_step_r;c step r;65
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_taunt_1;c taunt 1;81
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_taunt_2;c taunt 2;67
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_taunt_3;c taunt 3;81
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_taunt_4;c taunt 4;67
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_taunt_5;c taunt 5;67
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_taunt_6;c taunt 6;81
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_walk_dir_backwards;c walk dir backwards;29
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_walk_dir_left;c walk dir left;29
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_walk_dir_right;c walk dir right;29
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_walk_f;c walk f;29
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_weakened_death_back;c weakened death back;62
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_weakened_death_front;c weakened death front;83
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_weakened_hitblock_1;c weakened hitblock 1;27
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_weakened_hitblock_2;c weakened hitblock 2;32
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_weakened_hitblock_3;c weakened hitblock 3;45
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_weakened_hitblock_4;c weakened hitblock 4;39
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_weakened_knockdown_1;c weakened knockdown 1;138
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_weakened_loop;c weakened loop;205
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_weakened_start;c weakened start;103
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_weakened_stop;c weakened stop;125
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_yrden_reaction_loop;c yrden reaction loop;375
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_yrden_reaction_start;c yrden reaction start;13
characters\monsters\draug\draug_combat.w2anims;monsters;draug;draug_combat;c_yrden_reaction_stop;c yrden reaction stop;87
characters\monsters\draug\draug_tornado\draug_tornado.w2anims;monsters;draug_tornado;draug_tornado;draug_shield_attack_static1;draug shield attack static1;55
characters\monsters\draug\draug_tornado\draug_tornado.w2anims;monsters;draug_tornado;draug_tornado;draug_shield_attack_static2;draug shield attack static2;60
characters\monsters\draug\draug_tornado\draug_tornado.w2anims;monsters;draug_tornado;draug_tornado;draug_shield_attack_static_shield1;draug shield attack static shield1;70
characters\monsters\draug\draug_tornado\draug_tornado.w2anims;monsters;draug_tornado;draug_tornado;draug_shield_cover_attack;draug shield cover attack;45
characters\monsters\draug\draug_tornado\draug_tornado.w2anims;monsters;draug_tornado;draug_tornado;draug_shield_cover_loop;draug shield cover loop;60
characters\monsters\draug\draug_tornado\draug_tornado.w2anims;monsters;draug_tornado;draug_tornado;draug_shield_cover_start;draug shield cover start;90
characters\monsters\draug\draug_tornado\draug_tornado.w2anims;monsters;draug_tornado;draug_tornado;draug_shield_cover_stop;draug shield cover stop;25
characters\monsters\draug\draug_tornado\draug_tornado.w2anims;monsters;draug_tornado;draug_tornado;draug_shield_hitblock_dynamic1;draug shield hitblock dynamic1;35
characters\monsters\draug\draug_tornado\draug_tornado.w2anims;monsters;draug_tornado;draug_tornado;draug_shield_hitblock_dynamic2;draug shield hitblock dynamic2;40
characters\monsters\draug\draug_tornado\draug_tornado.w2anims;monsters;draug_tornado;draug_tornado;draug_shield_hitblock_static1;draug shield hitblock static1;35
characters\monsters\draug\draug_tornado\draug_tornado.w2anims;monsters;draug_tornado;draug_tornado;draug_shield_hitblock_static2;draug shield hitblock static2;35
characters\monsters\draug\draug_tornado\draug_tornado.w2anims;monsters;draug_tornado;draug_tornado;draug_shield_idle;draug shield idle;75
characters\monsters\draug\draug_tornado\draug_tornado.w2anims;monsters;draug_tornado;draug_tornado;draug_shield_idle_1_l;draug shield idle 1 l;75
characters\monsters\draug\draug_tornado\draug_tornado.w2anims;monsters;draug_tornado;draug_tornado;draug_shield_idle_1_lb;draug shield idle 1 lb;75
characters\monsters\draug\draug_tornado\draug_tornado.w2anims;monsters;draug_tornado;draug_tornado;draug_shield_idle_1_r;draug shield idle 1 r;75
characters\monsters\draug\draug_tornado\draug_tornado.w2anims;monsters;draug_tornado;draug_tornado;draug_shield_idle_1_rb;draug shield idle 1 rb;75
characters\monsters\draug\draug_tornado\draug_tornado.w2anims;monsters;draug_tornado;draug_tornado;draug_shield_tornado_loop;draug shield tornado loop;150
characters\monsters\draug\draug_tornado\draug_tornado.w2anims;monsters;draug_tornado;draug_tornado;draug_shield_tornado_start;draug shield tornado start;100
characters\monsters\draug\draug_tornado\draug_tornado.w2anims;monsters;draug_tornado;draug_tornado;draug_shield_tornado_stop;draug shield tornado stop;100
characters\monsters\draug\draug_tornado\draug_tornado.w2anims;monsters;draug_tornado;draug_tornado;draug_shield_walkb;draug shield walkb;30
characters\monsters\draug\draug_tornado\draug_tornado.w2anims;monsters;draug_tornado;draug_tornado;draug_shield_walkb_l;draug shield walkb l;30
characters\monsters\draug\draug_tornado\draug_tornado.w2anims;monsters;draug_tornado;draug_tornado;draug_shield_walkb_r;draug shield walkb r;30
