;CAT1;CAT2;CAT3;ID;Caption
;bob-main quests;truth;;dlc\bob\data\quests\main_quests\quest_files\q704_truth\entities\q704_flying_fleder_bg.w2ent;q704 flying fleder bg
;bob-main quests;truth;;dlc\bob\data\quests\main_quests\quest_files\q704_truth\entities\q704_flying_fleder_picking_up_guy.w2ent;q704 flying fleder picking up guy
;bob-main quests;truth;;dlc\bob\data\quests\main_quests\quest_files\q704_truth\entities\q704_gen_campfire_b_one_light_no_shadow_upside_down.w2ent;q704 gen campfire b one light no shadow upside down
;bob-main quests;truth;;dlc\bob\data\quests\main_quests\quest_files\q704_truth\entities\q704_gen_poor_candlewax_set_a_upside_down.w2ent;q704 gen poor candlewax set a upside down
;bob-main quests;truth;;dlc\bob\data\quests\main_quests\quest_files\q704_truth\entities\q704_headless_corpse.w2ent;q704 headless corpse
;bob-main quests;truth;;dlc\bob\data\quests\main_quests\quest_files\q704_truth\entities\q704_invisible_dettlaff_bg.w2ent;q704 invisible dettlaff bg
;bob-main quests;truth;;dlc\bob\data\quests\main_quests\quest_files\q704_truth\entities\q704_letter_mesh.w2ent;q704 letter mesh
;bob-main quests;truth;;dlc\bob\data\quests\main_quests\quest_files\q704_truth\entities\q704_mages_corpse.w2ent;q704 mages corpse
;bob-main quests;truth;;dlc\bob\data\quests\main_quests\quest_files\q704_truth\entities\q704_mages_note_01.w2ent;q704 mages note 01
;bob-main quests;truth;;dlc\bob\data\quests\main_quests\quest_files\q704_truth\entities\q704_mages_note_02.w2ent;q704 mages note 02
;bob-main quests;truth;;dlc\bob\data\quests\main_quests\quest_files\q704_truth\entities\q704_magic_stone.w2ent;q704 magic stone
;bob-main quests;truth;;dlc\bob\data\quests\main_quests\quest_files\q704_truth\entities\q704_mh_barricade.w2ent;q704 mh barricade
;bob-main quests;truth;;dlc\bob\data\quests\main_quests\quest_files\q704_truth\entities\q704_mh_blood_stain_01.w2ent;q704 mh blood stain 01
;bob-main quests;truth;;dlc\bob\data\quests\main_quests\quest_files\q704_truth\entities\q704_mh_cart_tracks.w2ent;q704 mh cart tracks
;bob-main quests;truth;;dlc\bob\data\quests\main_quests\quest_files\q704_truth\entities\q704_mh_claw_marks.w2ent;q704 mh claw marks
;bob-main quests;truth;;dlc\bob\data\quests\main_quests\quest_files\q704_truth\entities\q704_mh_clue_dead_horse.w2ent;q704 mh clue dead horse
;bob-main quests;truth;;dlc\bob\data\quests\main_quests\quest_files\q704_truth\entities\q704_mh_dead_cow.w2ent;q704 mh dead cow
;bob-main quests;truth;;dlc\bob\data\quests\main_quests\quest_files\q704_truth\entities\q704_mh_dead_horse.w2ent;q704 mh dead horse
;bob-main quests;truth;;dlc\bob\data\quests\main_quests\quest_files\q704_truth\entities\q704_mh_door_planks.w2ent;q704 mh door planks
;bob-main quests;truth;;dlc\bob\data\quests\main_quests\quest_files\q704_truth\entities\q704_mh_killed_child_01.w2ent;q704 mh killed child 01
;bob-main quests;truth;;dlc\bob\data\quests\main_quests\quest_files\q704_truth\entities\q704_mh_killed_child_02.w2ent;q704 mh killed child 02
;bob-main quests;truth;;dlc\bob\data\quests\main_quests\quest_files\q704_truth\entities\q704_mh_killed_child_03.w2ent;q704 mh killed child 03
;bob-main quests;truth;;dlc\bob\data\quests\main_quests\quest_files\q704_truth\entities\q704_mh_killed_child_04.w2ent;q704 mh killed child 04
;bob-main quests;truth;;dlc\bob\data\quests\main_quests\quest_files\q704_truth\entities\q704_mh_killed_child_05.w2ent;q704 mh killed child 05
;bob-main quests;truth;;dlc\bob\data\quests\main_quests\quest_files\q704_truth\entities\q704_mh_killed_child_roof.w2ent;q704 mh killed child roof
;bob-main quests;truth;;dlc\bob\data\quests\main_quests\quest_files\q704_truth\entities\q704_mh_toy_bunny.w2ent;q704 mh toy bunny
;bob-main quests;truth;;dlc\bob\data\quests\main_quests\quest_files\q704_truth\entities\q704_mh_toy_duck.w2ent;q704 mh toy duck
;bob-main quests;truth;;dlc\bob\data\quests\main_quests\quest_files\q704_truth\entities\q704_mh_toy_horse.w2ent;q704 mh toy horse
;bob-main quests;truth;;dlc\bob\data\quests\main_quests\quest_files\q704_truth\entities\q704_mh_tracks_and_cart.w2ent;q704 mh tracks and cart
;bob-main quests;truth;;dlc\bob\data\quests\main_quests\quest_files\q704_truth\entities\q704_mh_tracks.w2ent;q704 mh tracks
;bob-main quests;truth;;dlc\bob\data\quests\main_quests\quest_files\q704_truth\entities\q704_mh_venom.w2ent;q704 mh venom
;bob-main quests;truth;;dlc\bob\data\quests\main_quests\quest_files\q704_truth\entities\q704_orphanage_treasure.w2ent;q704 orphanage treasure
;bob-main quests;truth;;dlc\bob\data\quests\main_quests\quest_files\q704_truth\entities\q704_protofleder_bg.w2ent;q704 protofleder bg
;bob-main quests;truth;;dlc\bob\data\quests\main_quests\quest_files\q704_truth\entities\q704_puzzle_stalagmite_exploration.w2ent;q704 puzzle stalagmite exploration
;bob-main quests;truth;;dlc\bob\data\quests\main_quests\quest_files\q704_truth\entities\q704_puzzle_stalagmite_moving.w2ent;q704 puzzle stalagmite moving
;bob-main quests;truth;;dlc\bob\data\quests\main_quests\quest_files\q704_truth\entities\q704_puzzle_stalagmite.w2ent;q704 puzzle stalagmite
;bob-main quests;truth;;dlc\bob\data\quests\main_quests\quest_files\q704_truth\entities\q704_puzzle_static_prop_intact.w2ent;q704 puzzle static prop intact
;bob-main quests;truth;;dlc\bob\data\quests\main_quests\quest_files\q704_truth\entities\q704_regis_bird.w2ent;q704 regis bird
;bob-main quests;truth;;dlc\bob\data\quests\main_quests\quest_files\q704_truth\entities\q704_roof_taunt_ekimma_bg.w2ent;q704 roof taunt ekimma bg
;bob-main quests;truth;;dlc\bob\data\quests\main_quests\quest_files\q704_truth\entities\q704_roof_taunt_fleder_bg.w2ent;q704 roof taunt fleder bg
;bob-main quests;truth;;dlc\bob\data\quests\main_quests\quest_files\q704_truth\entities\q704_teleport.w2ent;q704 teleport
;bob-main quests;truth;;dlc\bob\data\quests\main_quests\quest_files\q704_truth\entities\q704_trailer_doll.w2ent;q704 trailer doll
;bob-main quests;truth;;dlc\bob\data\quests\main_quests\quest_files\q704_truth\entities\q704_vampire_lure.w2ent;q704 vampire lure
;bob-main quests;truth;;dlc\bob\data\quests\main_quests\quest_files\q704_truth\entities\q704_vampire_sanctum_door_01.w2ent;q704 vampire sanctum door 01
;bob-main quests;truth;;dlc\bob\data\quests\main_quests\quest_files\q704_truth\entities\q704_vampire_sanctum_junk_container_01.w2ent;q704 vampire sanctum junk container 01
;bob-main quests;truth;;dlc\bob\data\quests\main_quests\quest_files\q704_truth\entities\q704_vampire_sanctum_junk_container_02.w2ent;q704 vampire sanctum junk container 02
;bob-main quests;truth;;dlc\bob\data\quests\main_quests\quest_files\q704_truth\entities\q704_vampire_sanctum_junk_container_03.w2ent;q704 vampire sanctum junk container 03
;bob-main quests;truth;;dlc\bob\data\quests\main_quests\quest_files\q704_truth\entities\q704_vampire_sword_container.w2ent;q704 vampire sword container
;bob-main quests;truth;;dlc\bob\data\quests\main_quests\quest_files\q704_truth\entities\q704_wings.w2ent;q704 wings
;bob-main quests;truth;;dlc\bob\data\quests\main_quests\quest_files\q704_truth\entities\remains__monster_trophy_garkain_01.w2ent;remains monster trophy garkain 01
;bob-main quests;truth;;dlc\bob\data\quests\main_quests\quest_files\q704_truth\entities\vampire_offering\q704_vampire_offering_mesh.w2ent;q704 vampire offering mesh
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\boat\player_swan_boat.w2ent;player swan boat
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\fluff_items\q701_corvo_bianco_book.w2ent;q701 corvo bianco book
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\fluff_items\q701_crayfish_soup_recipe_cont.w2ent;q701 crayfish soup recipe cont
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\fluff_items\q701_fisherman_poetry_cont.w2ent;q701 fisherman poetry cont
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\fluff_items\q701_gardens_invitation_cont.w2ent;q701 gardens invitation cont
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\fluff_items\q701_godfryd_book_cont.w2ent;q701 godfryd book cont
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\fluff_items\q701_goliath_book_cont.w2ent;q701 goliath book cont
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\fluff_items\q701_hare_mask_cont.w2ent;q701 hare mask cont
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\fluff_items\q701_pate_recipe_cont.w2ent;q701 pate recipe cont
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\fluff_items\q701_rydygier_book_cont.w2ent;q701 rydygier book cont
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\fluff_items\q701_victim_files_01_cont.w2ent;q701 victim files 01 cont
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\fluff_items\q701_victim_files_02_cont.w2ent;q701 victim files 02 cont
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\fluff_items\q701_victim_files_03_cont.w2ent;q701 victim files 03 cont
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\fluff_items\q701_wine_flier_01_cont.w2ent;q701 wine flier 01 cont
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\fluff_items\q701_wine_flier_02_cont.w2ent;q701 wine flier 02 cont
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\fluff_items\q701_wine_flier_03_cont.w2ent;q701 wine flier 03 cont
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_beast_pictures.w2ent;q701 beast pictures
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_blood_decal_animated_02.w2ent;q701 blood decal animated 02
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_blood_decal_animated.w2ent;q701 blood decal animated
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_boat_man_escape.w2ent;q701 boat man escape
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_carrot_basket_appearance_full.w2ent;q701 carrot basket appearance full
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_carrot_basket_clue.w2ent;q701 carrot basket clue
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_cart_table_fruit.w2ent;q701 cart table fruit
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_cart_table_grain.w2ent;q701 cart table grain
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_cb_deed_prop_document_no_offset.w2ent;q701 cb deed prop document no offset
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_cb_deed_prop_full.w2ent;q701 cb deed prop full
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_cb_deed_prop_key_no_offset.w2ent;q701 cb deed prop key no offset
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_cb_deed_prop_pillow_no_offset.w2ent;q701 cb deed prop pillow no offset
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_cyclops_dead_horse.w2ent;q701 cyclops dead horse
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_cyclops_windmill_blade.w2ent;q701 cyclops windmill blade
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_cyclops_windmill_rubble.w2ent;q701 cyclops windmill rubble
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_dettlaff_victim_corpse.w2ent;q701 dettlaff victim corpse
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_dettlaff_victim_covered.w2ent;q701 dettlaff victim covered
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_egg_container.w2ent;q701 egg container
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_fish_cont_gold_cluestash.w2ent;q701 fish cont gold cluestash
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_fish_cont_gold_full.w2ent;q701 fish cont gold full
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_fish_cont_gold_loot.w2ent;q701 fish cont gold loot
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_fish_cont_red_cluestash.w2ent;q701 fish cont red cluestash
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_fish_cont_red_full.w2ent;q701 fish cont red full
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_fish_cont_red_loot.w2ent;q701 fish cont red loot
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_fish_cont_white_cluestash.w2ent;q701 fish cont white cluestash
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_fish_cont_white_full.w2ent;q701 fish cont white full
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_fish_on_rope_gold_cluestash_v2.w2ent;q701 fish on rope gold cluestash v2
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_fish_on_rope_red_cluestash_v2.w2ent;q701 fish on rope red cluestash v2
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_fish_on_rope_white_cluestash_v2.w2ent;q701 fish on rope white cluestash v2
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_garden_apples_cluestash.w2ent;q701 garden apples cluestash
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_garden_apples_container.w2ent;q701 garden apples container
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_garden_apples_empty.w2ent;q701 garden apples empty
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_garden_apples_full.w2ent;q701 garden apples full
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_gardens_lost_ring.w2ent;q701 gardens lost ring
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_grain_cup_worldobject.w2ent;q701 grain cup worldobject
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_kormorant_key.w2ent;q701 kormorant key
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_lake_correct_fish.w2ent;q701 lake correct fish
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_lake_painting.w2ent;q701 lake painting
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_lake_wrong_fish.w2ent;q701 lake wrong fish
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_milton_helmet_for_dialogue.w2ent;q701 milton helmet for dialogue
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_nml_bandit_corpse.w2ent;q701 nml bandit corpse
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_nml_bandit_poster.w2ent;q701 nml bandit poster
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_palmerin_helmet_for_dialogue.w2ent;q701 palmerin helmet for dialogue
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_stinky_flies.w2ent;q701 stinky flies
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_sweets_appearance_empty.w2ent;q701 sweets appearance empty
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_sweets_appearance_full.w2ent;q701 sweets appearance full
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_sweets_clue.w2ent;q701 sweets clue
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_testy_boat_passenger.w2ent;q701 testy boat passenger
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_uniglade_breadbasket_clue.w2ent;q701 uniglade breadbasket clue
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_uniglade_meatbasket_clue.w2ent;q701 uniglade meatbasket clue
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_victim_blooddrag_clue.w2ent;q701 victim blooddrag clue
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_victim_bloodstain_clue.w2ent;q701 victim bloodstain clue
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_victim_boat_clue.w2ent;q701 victim boat clue
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_victim_boat_mark.w2ent;q701 victim boat mark
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_victim_bruxa_foot_clue.w2ent;q701 victim bruxa foot clue
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_victim_cart_tracks.w2ent;q701 victim cart tracks
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_victim_clothes_clue.w2ent;q701 victim clothes clue
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_victim_clothmark_clue.w2ent;q701 victim clothmark clue
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_victim_cut_nets.w2ent;q701 victim cut nets
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_victim_footsteps_clue.w2ent;q701 victim footsteps clue
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_victim_footsteps_cluestart.w2ent;q701 victim footsteps cluestart
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_victim_hanging_nets.w2ent;q701 victim hanging nets
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_victim_personal_items_cluestash.w2ent;q701 victim personal items cluestash
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_victim_personal_items_full.w2ent;q701 victim personal items full
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_victim_personal_items_loot.w2ent;q701 victim personal items loot
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_victim_trash_type_a.w2ent;q701 victim trash type a
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_victim_trash_type_b.w2ent;q701 victim trash type b
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_victim_trash_type_c.w2ent;q701 victim trash type c
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_victim_trash_type_d.w2ent;q701 victim trash type d
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_victim_water_trash_a_cluestash.w2ent;q701 victim water trash a cluestash
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_victim_water_trash_a_full.w2ent;q701 victim water trash a full
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_victim_water_trash_b_cluestash.w2ent;q701 victim water trash b cluestash
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_victim_water_trash_b_full.w2ent;q701 victim water trash b full
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_victim_water_trash_c_cluestash.w2ent;q701 victim water trash c cluestash
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_victim_water_trash_c_full.w2ent;q701 victim water trash c full
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_victim_water_trash_d_cluestash.w2ent;q701 victim water trash d cluestash
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_victim_water_trash_d_full.w2ent;q701 victim water trash d full
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_victim_water_trash_e_cluestash.w2ent;q701 victim water trash e cluestash
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_victim_water_trash_e_full.w2ent;q701 victim water trash e full
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_victim_water_trash_f_cluestash.w2ent;q701 victim water trash f cluestash
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_victim_water_trash_f_full.w2ent;q701 victim water trash f full
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_vineyard_bloody_ears_clue.w2ent;q701 vineyard bloody ears clue
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_vineyard_bloody_footsteps_clue.w2ent;q701 vineyard bloody footsteps clue
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_vineyard_bruxa_cloak_clue.w2ent;q701 vineyard bruxa cloak clue
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_vineyard_cart_bloodstain.w2ent;q701 vineyard cart bloodstain
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_vineyard_clawed_hand_clue.w2ent;q701 vineyard clawed hand clue
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_vineyard_corpse_crawler_blue.w2ent;q701 vineyard corpse crawler blue
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_vineyard_corpse_sitter_blue_v2.w2ent;q701 vineyard corpse sitter blue v2
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_vineyard_corpse_sitter_blue.w2ent;q701 vineyard corpse sitter blue
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_vineyard_dettlaff_arm_clue.w2ent;q701 vineyard dettlaff arm clue
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_vineyard_generic_body_clue_a.w2ent;q701 vineyard generic body clue a
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_vineyard_generic_body_clue_b.w2ent;q701 vineyard generic body clue b
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_vineyard_generic_body_clue_c.w2ent;q701 vineyard generic body clue c
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_vineyard_generic_body_clue_d.w2ent;q701 vineyard generic body clue d
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_vineyard_grate_clue.w2ent;q701 vineyard grate clue
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_vineyard_ripped_throat_clue.w2ent;q701 vineyard ripped throat clue
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_vineyard_sonic_boom_clue.w2ent;q701 vineyard sonic boom clue
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_vineyard_wheel.w2ent;q701 vineyard wheel
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_windmill_arena_gate.w2ent;q701 windmill arena gate
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_wine_barrel_rigid.w2ent;q701 wine barrel rigid
;bob-main quests;wine festival;;dlc\bob\data\quests\main_quests\quest_files\q701_wine_festival\entities\q701_wine_shot.w2ent;q701 wine shot
;bob-minor quests;airborne cattle;;dlc\bob\data\quests\minor_quests\quest_files\mq7010_airborne_cattle\entities\mq7010_cont_distillery_note.w2ent;mq7010 cont distillery note
;bob-minor quests;airborne cattle;;dlc\bob\data\quests\minor_quests\quest_files\mq7010_airborne_cattle\entities\mq7010_cow_corpse.w2ent;mq7010 cow corpse
;bob-minor quests;airborne cattle;;dlc\bob\data\quests\minor_quests\quest_files\mq7010_airborne_cattle\entities\mq7010_draco_animal_carcass.w2ent;mq7010 draco animal carcass
;bob-minor quests;airborne cattle;;dlc\bob\data\quests\minor_quests\quest_files\mq7010_airborne_cattle\entities\mq7010_draco_big_blood_trail.w2ent;mq7010 draco big blood trail
;bob-minor quests;airborne cattle;;dlc\bob\data\quests\minor_quests\quest_files\mq7010_airborne_cattle\entities\mq7010_draco_blood_pole.w2ent;mq7010 draco blood pole
;bob-minor quests;airborne cattle;;dlc\bob\data\quests\minor_quests\quest_files\mq7010_airborne_cattle\entities\mq7010_draco_blood_trail.w2ent;mq7010 draco blood trail
;bob-minor quests;airborne cattle;;dlc\bob\data\quests\minor_quests\quest_files\mq7010_airborne_cattle\entities\mq7010_draco_final_flying_blood_trail.w2ent;mq7010 draco final flying blood trail
;bob-minor quests;airborne cattle;;dlc\bob\data\quests\minor_quests\quest_files\mq7010_airborne_cattle\entities\mq7010_draco_mother_help.w2ent;mq7010 draco mother help
;bob-minor quests;airborne cattle;;dlc\bob\data\quests\minor_quests\quest_files\mq7010_airborne_cattle\entities\mq7010_draco_small_blood_trail.w2ent;mq7010 draco small blood trail
