file;cat1;cat2;cat3;id;caption;frames
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_determined_gesture_welcome_welcoming_dwarf;high standing determined gesture welcome welcoming dwarf;202
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_determined_idle;high standing determined idle;748
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_determined_nohands_exit_leftside;high standing determined nohands exit leftside;170
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_determined_nohands_idle;high standing determined nohands idle;748
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_determined_to_high_sitting_determined;high standing determined to high sitting determined;164
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_determined_to_high_standing_aggressive;high standing determined to high standing aggressive;146
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_determined_to_high_standing_proud;high standing determined to high standing proud;150
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_determined_to_high_standing_sad;high standing determined to high standing sad;184
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_determined_turn180_left;high standing determined turn180 left;110
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_determined_turn180_right;high standing determined turn180 right;118
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_determined_turn90_left;high standing determined turn90 left;114
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_determined_turn90_right;high standing determined turn90 right;84
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_determined_walk_and_back_front;high standing determined walk and back front;542
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_determined_walk_and_back_left;high standing determined walk and back left;242
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_determined_walk_and_back_right;high standing determined walk and back right;309
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_determined_walk_one_step_back_causal;high standing determined walk one step back causal;88
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_determined_walk_one_step_forward_causal;high standing determined walk one step forward causal;86
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_determined_walk_two_steps_forward_causal;high standing determined walk two steps forward causal;113
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_determined_walk_two_steps_left_90_causal;high standing determined walk two steps left 90 causal;104
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_determined_walk_two_steps_left_causal;high standing determined walk two steps left causal;124
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_determined_walk_two_steps_right_90_causal;high standing determined walk two steps right 90 causal;108
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_determined_walk_two_steps_right_causal;high standing determined walk two steps right causal;136
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_hold_book_determined_gesture_read;high standing hold book determined gesture read;445
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_hold_book_determined_idle;high standing hold book determined idle;547
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_hold_book_gesture_give_page;high standing hold book gesture give page;299
animations\dwarf\dialogs\dwarf_dialogue_standing_leaning_back.w2anims;vanilla-dwarf;dialog;;high_standing_leaning_back_aggressive_gesture_explain_01;high standing leaning back aggressive gesture explain 01;101
animations\dwarf\dialogs\dwarf_dialogue_standing_leaning_back.w2anims;vanilla-dwarf;dialog;;high_standing_leaning_back_aggressive_gesture_explain_02;high standing leaning back aggressive gesture explain 02;73
animations\dwarf\dialogs\dwarf_dialogue_standing_leaning_back.w2anims;vanilla-dwarf;dialog;;high_standing_leaning_back_aggressive_gesture_explain_03;high standing leaning back aggressive gesture explain 03;144
animations\dwarf\dialogs\dwarf_dialogue_standing_leaning_back.w2anims;vanilla-dwarf;dialog;;high_standing_leaning_back_aggressive_gesture_explain_04;high standing leaning back aggressive gesture explain 04;105
animations\dwarf\dialogs\dwarf_dialogue_standing_leaning_back.w2anims;vanilla-dwarf;dialog;;high_standing_leaning_back_aggressive_gesture_question_01;high standing leaning back aggressive gesture question 01;65
animations\dwarf\dialogs\dwarf_dialogue_standing_leaning_back.w2anims;vanilla-dwarf;dialog;;high_standing_leaning_back_aggressive_gesture_question_02;high standing leaning back aggressive gesture question 02;108
animations\dwarf\dialogs\dwarf_dialogue_standing_leaning_back.w2anims;vanilla-dwarf;dialog;;high_standing_leaning_back_aggressive_gesture_question_03;high standing leaning back aggressive gesture question 03;96
animations\dwarf\dialogs\dwarf_dialogue_standing_leaning_back.w2anims;vanilla-dwarf;dialog;;high_standing_leaning_back_aggressive_gesture_shout_01;high standing leaning back aggressive gesture shout 01;116
animations\dwarf\dialogs\dwarf_dialogue_standing_leaning_back.w2anims;vanilla-dwarf;dialog;;high_standing_leaning_back_aggressive_gesture_shout_02;high standing leaning back aggressive gesture shout 02;70
animations\dwarf\dialogs\dwarf_dialogue_standing_leaning_back.w2anims;vanilla-dwarf;dialog;;high_standing_leaning_back_aggressive_idle;high standing leaning back aggressive idle;745
animations\dwarf\dialogs\dwarf_dialogue_standing_leaning_back.w2anims;vanilla-dwarf;dialog;;high_standing_leaning_back_aggressive_to_high_standing_aggressive;high standing leaning back aggressive to high standing aggressive;182
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_leaning_back_aggressive_to_high_standing_proud;high standing leaning back aggressive to high standing proud;140
animations\dwarf\dialogs\dwarf_dialogue_standing_leaning_back.w2anims;vanilla-dwarf;dialog;;high_standing_leaning_back_sad_gesture_explain_01;high standing leaning back sad gesture explain 01;162
animations\dwarf\dialogs\dwarf_dialogue_standing_leaning_back.w2anims;vanilla-dwarf;dialog;;high_standing_leaning_back_sad_gesture_explain_02;high standing leaning back sad gesture explain 02;94
animations\dwarf\dialogs\dwarf_dialogue_standing_leaning_back.w2anims;vanilla-dwarf;dialog;;high_standing_leaning_back_sad_gesture_explain_03;high standing leaning back sad gesture explain 03;173
animations\dwarf\dialogs\dwarf_dialogue_standing_leaning_back.w2anims;vanilla-dwarf;dialog;;high_standing_leaning_back_sad_gesture_explain_04;high standing leaning back sad gesture explain 04;195
animations\dwarf\dialogs\dwarf_dialogue_standing_leaning_back.w2anims;vanilla-dwarf;dialog;;high_standing_leaning_back_sad_gesture_question_01;high standing leaning back sad gesture question 01;123
animations\dwarf\dialogs\dwarf_dialogue_standing_leaning_back.w2anims;vanilla-dwarf;dialog;;high_standing_leaning_back_sad_gesture_question_02;high standing leaning back sad gesture question 02;85
animations\dwarf\dialogs\dwarf_dialogue_standing_leaning_back.w2anims;vanilla-dwarf;dialog;;high_standing_leaning_back_sad_gesture_question_03;high standing leaning back sad gesture question 03;140
animations\dwarf\dialogs\dwarf_dialogue_standing_leaning_back.w2anims;vanilla-dwarf;dialog;;high_standing_leaning_back_sad_gesture_shout_01;high standing leaning back sad gesture shout 01;161
animations\dwarf\dialogs\dwarf_dialogue_standing_leaning_back.w2anims;vanilla-dwarf;dialog;;high_standing_leaning_back_sad_gesture_shout_02;high standing leaning back sad gesture shout 02;91
animations\dwarf\dialogs\dwarf_dialogue_standing_leaning_back.w2anims;vanilla-dwarf;dialog;;high_standing_leaning_back_sad_idle;high standing leaning back sad idle;831
animations\dwarf\dialogs\dwarf_dialogue_standing_leaning_back.w2anims;vanilla-dwarf;dialog;;high_standing_leaning_back_sad_to_high_standing_determined;high standing leaning back sad to high standing determined;203
animations\dwarf\dialogs\dwarf_dialogue_standing_leaning_back.w2anims;vanilla-dwarf;dialog;;high_standing_leaning_back_sad_to_high_standing_leaning_back_aggressive;high standing leaning back sad to high standing leaning back aggressive;150
animations\dwarf\dialogs\dwarf_dialogue_standing_leaning_back.w2anims;vanilla-dwarf;dialog;;high_standing_leaning_back_sad_to_high_standing_sad;high standing leaning back sad to high standing sad;168
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_proud_gesture_explain_01;high standing proud gesture explain 01;175
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_proud_gesture_explain_02;high standing proud gesture explain 02;72
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_proud_gesture_explain_03;high standing proud gesture explain 03;189
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_proud_gesture_explain_04;high standing proud gesture explain 04;264
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_proud_gesture_question_01;high standing proud gesture question 01;51
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_proud_gesture_question_02;high standing proud gesture question 02;88
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_proud_gesture_question_03;high standing proud gesture question 03;134
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_proud_gesture_shout_01;high standing proud gesture shout 01;82
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_proud_gesture_shout_02;high standing proud gesture shout 02;96
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_proud_idle;high standing proud idle;663
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_proud_to_high_sitting_determined;high standing proud to high sitting determined;244
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_proud_to_high_sitting_leaning_determined;high standing proud to high sitting leaning determined;272
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_proud_to_high_standing_aggressive;high standing proud to high standing aggressive;112
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_proud_to_high_standing_determined;high standing proud to high standing determined;145
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_proud_to_high_standing_leaning_back_aggressive;high standing proud to high standing leaning back aggressive;198
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_proud_to_high_standing_sad;high standing proud to high standing sad;265
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_proud_turn180_left;high standing proud turn180 left;156
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_proud_turn180_right;high standing proud turn180 right;132
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_proud_turn90_left;high standing proud turn90 left;128
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_proud_turn90_right;high standing proud turn90 right;119
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_proud_walk_and_back_front;high standing proud walk and back front;436
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_proud_walk_and_back_left;high standing proud walk and back left;528
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_proud_walk_and_back_right;high standing proud walk and back right;493
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_proud_walk_three_steps_back_causal;high standing proud walk three steps back causal;177
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_proud_walk_three_steps_forward_causal;high standing proud walk three steps forward causal;171
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_proud_walk_two_steps_back_causal;high standing proud walk two steps back causal;169
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_proud_walk_two_steps_forward_causal;high standing proud walk two steps forward causal;132
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_proud_walk_two_steps_left_90_causal;high standing proud walk two steps left 90 causal;160
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_proud_walk_two_steps_left_causal;high standing proud walk two steps left causal;182
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_proud_walk_two_steps_right_90_causal;high standing proud walk two steps right 90 causal;133
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_proud_walk_two_steps_right_causal;high standing proud walk two steps right causal;162
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_sad_gesture_explain_01;high standing sad gesture explain 01;197
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_sad_gesture_explain_02;high standing sad gesture explain 02;181
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_sad_gesture_explain_03;high standing sad gesture explain 03;112
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_sad_gesture_explain_04;high standing sad gesture explain 04;139
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_sad_gesture_question_01;high standing sad gesture question 01;104
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_sad_gesture_question_02;high standing sad gesture question 02;107
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_sad_gesture_question_03;high standing sad gesture question 03;113
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_sad_gesture_shout_01;high standing sad gesture shout 01;114
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_sad_gesture_shout_02;high standing sad gesture shout 02;113
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_sad_idle;high standing sad idle;498
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_sad_to_high_sitting_determined;high standing sad to high sitting determined;212
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_sad_to_high_sitting_leaning_determined;high standing sad to high sitting leaning determined;161
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_sad_to_high_standing_aggressive;high standing sad to high standing aggressive;152
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_sad_to_high_standing_determined;high standing sad to high standing determined;179
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_sad_to_high_standing_proud;high standing sad to high standing proud;184
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_sad_turn180_left;high standing sad turn180 left;139
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_sad_turn180_right;high standing sad turn180 right;133
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_sad_turn90_left;high standing sad turn90 left;124
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_sad_turn90_right;high standing sad turn90 right;121
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_sad_walk_and_back_front;high standing sad walk and back front;417
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_sad_walk_and_back_left;high standing sad walk and back left;485
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_sad_walk_and_back_right;high standing sad walk and back right;434
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_sad_walk_two_steps_back_causal;high standing sad walk two steps back causal;157
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_sad_walk_two_steps_forward_causal;high standing sad walk two steps forward causal;152
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_sad_walk_two_steps_left_90_causal;high standing sad walk two steps left 90 causal;164
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_sad_walk_two_steps_left_causal;high standing sad walk two steps left causal;166
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_sad_walk_two_steps_right_90_causal;high standing sad walk two steps right 90 causal;168
animations\dwarf\dialogs\dwarf_dialogue_standing.w2anims;vanilla-dwarf;dialog;;high_standing_sad_walk_two_steps_right_causal;high standing sad walk two steps right causal;130
animations\dwarf\dialogs\dwarf_dialogue_sitting.w2anims;vanilla-dwarf;dialog;;low_sitting_ground_leaning_back_sleeping_idle;low sitting ground leaning back sleeping idle;764
animations\dwarf\movement\dwarf_movement.w2anims;vanilla-dwarf;movement;;collision_walk_left;collision walk left;20
animations\dwarf\movement\dwarf_movement.w2anims;vanilla-dwarf;movement;;collision_walk_right;collision walk right;20
animations\dwarf\movement\dwarf_movement.w2anims;vanilla-dwarf;movement;;locomotion_run_cycle_fast_forward;locomotion run cycle fast forward;15
animations\dwarf\movement\dwarf_movement.w2anims;vanilla-dwarf;movement;;locomotion_run_cycle_slow_forward;locomotion run cycle slow forward;18
animations\dwarf\movement\dwarf_movement.w2anims;vanilla-dwarf;movement;;locomotion_run_turn180_left;locomotion run turn180 left;19
animations\dwarf\movement\dwarf_movement.w2anims;vanilla-dwarf;movement;;locomotion_run_turn180_right;locomotion run turn180 right;19
animations\dwarf\movement\dwarf_movement.w2anims;vanilla-dwarf;movement;;locomotion_standing;locomotion standing;45
animations\dwarf\movement\dwarf_movement.w2anims;vanilla-dwarf;movement;;locomotion_walk_cycle_fast_forward;locomotion walk cycle fast forward;22
animations\dwarf\movement\dwarf_movement.w2anims;vanilla-dwarf;movement;;locomotion_walk_cycle_slow_forward;locomotion walk cycle slow forward;27
animations\dwarf\movement\dwarf_movement.w2anims;vanilla-dwarf;movement;;locomotion_walk_leftforward_to_idle_long;locomotion walk leftforward to idle long;70
animations\dwarf\movement\dwarf_movement.w2anims;vanilla-dwarf;movement;;locomotion_walk_rightforward_to_idle_long;locomotion walk rightforward to idle long;70
animations\dwarf\movement\dwarf_movement.w2anims;vanilla-dwarf;movement;;locomotion_walk_rightup_to_idle_long;locomotion walk rightup to idle long;75
animations\dwarf\movement\dwarf_exploration.w2anims;vanilla-dwarf;movement;;man_fistfight_hit_back_1;man fistfight hit back 1;80
animations\dwarf\movement\dwarf_exploration.w2anims;vanilla-dwarf;movement;;man_fistfight_hit_front_1;man fistfight hit front 1;70
animations\dwarf\movement\dwarf_reaction.w2anims;vanilla-dwarf;movement;;scared_sit_left_loop_5;scared sit left loop 5;122
animations\dwarf\movement\dwarf_reaction.w2anims;vanilla-dwarf;movement;;scared_sit_left_loop_6;scared sit left loop 6;160
animations\dwarf\movement\dwarf_reaction.w2anims;vanilla-dwarf;movement;;scared_sit_left_loop_7;scared sit left loop 7;180
animations\dwarf\movement\dwarf_reaction.w2anims;vanilla-dwarf;movement;;scared_sit_left_loop_8;scared sit left loop 8;126
animations\dwarf\movement\dwarf_reaction.w2anims;vanilla-dwarf;movement;;scared_sit_right_loop_5;scared sit right loop 5;122
animations\dwarf\movement\dwarf_reaction.w2anims;vanilla-dwarf;movement;;scared_sit_right_loop_6;scared sit right loop 6;160
animations\dwarf\movement\dwarf_reaction.w2anims;vanilla-dwarf;movement;;scared_sit_right_loop_7;scared sit right loop 7;180
animations\dwarf\movement\dwarf_reaction.w2anims;vanilla-dwarf;movement;;scared_sit_right_loop_8;scared sit right loop 8;126
animations\dwarf\quest\dwarf_quest.w2anims;vanilla-dwarf;quest;;dwarf_narcolepsy_sleep_end;dwarf narcolepsy sleep end;279
animations\dwarf\quest\dwarf_quest.w2anims;vanilla-dwarf;quest;;dwarf_narcolepsy_sleep_loop01;dwarf narcolepsy sleep loop01;129
animations\dwarf\quest\dwarf_quest.w2anims;vanilla-dwarf;quest;;dwarf_narcolepsy_sleep_loop02;dwarf narcolepsy sleep loop02;114
animations\dwarf\quest\dwarf_quest.w2anims;vanilla-dwarf;quest;;dwarf_narcolepsy_sleep_start;dwarf narcolepsy sleep start;197
animations\dwarf\quest\dwarf_quest.w2anims;vanilla-dwarf;quest;;dwarf_searching_ground_end;dwarf searching ground end;55
animations\dwarf\quest\dwarf_quest.w2anims;vanilla-dwarf;quest;;dwarf_searching_ground_loop;dwarf searching ground loop;165
animations\dwarf\quest\dwarf_quest.w2anims;vanilla-dwarf;quest;;dwarf_searching_ground_start;dwarf searching ground start;90
animations\environment\tree_heart.w2anims;vanilla-environment;tree heart;;heart_beating_fight;heart beating fight;150
animations\environment\tree_heart.w2anims;vanilla-environment;tree heart;;heart_beating_idle;heart beating idle;360
animations\environment\tree_heart.w2anims;vanilla-environment;tree heart;;roots_covering;roots covering;90
animations\environment\tree_heart.w2anims;vanilla-environment;tree heart;;roots_death;roots death;200
animations\environment\tree_heart.w2anims;vanilla-environment;tree heart;;roots_idle_0;roots idle 0;150
animations\environment\tree_heart.w2anims;vanilla-environment;tree heart;;roots_idle_1;roots idle 1;150
animations\environment\tree_heart.w2anims;vanilla-environment;tree heart;;roots_idle_2;roots idle 2;90
animations\environment\tree_heart.w2anims;vanilla-environment;tree heart;;roots_idle_3;roots idle 3;105
animations\environment\tree_heart.w2anims;vanilla-environment;tree heart;;roots_start;roots start;90
animations\environment\tree_heart.w2anims;vanilla-environment;tree heart;;roots_weakening_1;roots weakening 1;90
animations\environment\tree_heart.w2anims;vanilla-environment;tree heart;;roots_weakening_2;roots weakening 2;90
animations\environment\tree_heart.w2anims;vanilla-environment;tree heart;;roots_weakening_3;roots weakening 3;90
animations\interaction\boat\boat_geralt_sailor.w2anims;vanilla-interaction;boat;;boat_passenger_sail_hit_back;boat passenger sail hit back;43
animations\interaction\boat\boat_geralt_sailor.w2anims;vanilla-interaction;boat;;boat_passenger_sail_hit_front;boat passenger sail hit front;32
animations\interaction\boat\boat_geralt_sailor.w2anims;vanilla-interaction;boat;;boat_passenger_sail_hit_left;boat passenger sail hit left;35
animations\interaction\boat\boat_geralt_sailor.w2anims;vanilla-interaction;boat;;boat_passenger_sail_hit_right;boat passenger sail hit right;35
animations\interaction\boat\boat_geralt_sailor.w2anims;vanilla-interaction;boat;;boat_passenger_sail_loop;boat passenger sail loop;574
animations\interaction\boat\boat_geralt_sailor.w2anims;vanilla-interaction;boat;;boat_passenger_sail_storm_loop;boat passenger sail storm loop;347
animations\interaction\boat\boat_geralt_sailor.w2anims;vanilla-interaction;boat;;boat_passenger_sit_idle;boat passenger sit idle;70
animations\interaction\boat\boat_ciri_sailor.w2anims;vanilla-interaction;boat;;boat_passenger_sit_start_back;boat passenger sit start back;90
animations\interaction\boat\boat_ciri_sailor.w2anims;vanilla-interaction;boat;;boat_passenger_sit_start_front;boat passenger sit start front;83
animations\interaction\boat\boat_geralt_sailor.w2anims;vanilla-interaction;boat;;boat_passenger_sit_start_front;boat passenger sit start front;82
animations\interaction\boat\boat_geralt_sailor.w2anims;vanilla-interaction;boat;;boat_passenger_sit_stop;boat passenger sit stop;69
animations\interaction\boat\boat_geralt_sailor.w2anims;vanilla-interaction;boat;;boat_sail_hit_back;boat sail hit back;31
animations\interaction\boat\boat_geralt_sailor.w2anims;vanilla-interaction;boat;;boat_sail_hit_front;boat sail hit front;36
animations\interaction\boat\boat_geralt_sailor.w2anims;vanilla-interaction;boat;;boat_sail_hit_left;boat sail hit left;41
animations\interaction\boat\boat_geralt_sailor.w2anims;vanilla-interaction;boat;;boat_sail_hit_right;boat sail hit right;49
animations\interaction\boat\boat_geralt_sailor.w2anims;vanilla-interaction;boat;;boat_sail_idle;boat sail idle;70
animations\interaction\boat\boat_ciri_sailor.w2anims;vanilla-interaction;boat;;boat_sail_loop;boat sail loop;574
animations\interaction\boat\boat_geralt_sailor.w2anims;vanilla-interaction;boat;;boat_sail_storm_loop;boat sail storm loop;347
animations\interaction\boat\boat_geralt_sailor.w2anims;vanilla-interaction;boat;;boat_sit_start_back;boat sit start back;90
animations\interaction\boat\boat_ciri_sailor.w2anims;vanilla-interaction;boat;;boat_sit_start_front;boat sit start front;83
animations\interaction\boat\boat_geralt_sailor.w2anims;vanilla-interaction;boat;;boat_sit_start_front;boat sit start front;90
animations\interaction\boat\boat_geralt_sailor.w2anims;vanilla-interaction;boat;;boat_sit_start_left;boat sit start left;93
animations\interaction\boat\boat_ciri_sailor.w2anims;vanilla-interaction;boat;;boat_sit_start_right;boat sit start right;90
animations\interaction\boat\boat_geralt_sailor.w2anims;vanilla-interaction;boat;;boat_sit_start_right;boat sit start right;89
animations\interaction\boat\boat_geralt_sailor.w2anims;vanilla-interaction;boat;;boat_sit_stop;boat sit stop;69
animations\interaction\environment\man_geralt_focus.w2anims;vanilla-interaction;environment;;finding_clues_standing_loop1;finding clues standing loop1;60
animations\interaction\environment\man_geralt_focus.w2anims;vanilla-interaction;environment;;finding_clues_standing_loop2;finding clues standing loop2;170
animations\interaction\environment\man_geralt_focus.w2anims;vanilla-interaction;environment;;finding_clues_standing_start;finding clues standing start;30
animations\interaction\environment\man_geralt_focus.w2anims;vanilla-interaction;environment;;finding_clues_standing_stop;finding clues standing stop;30
animations\interaction\environment\man_geralt_focus.w2anims;vanilla-interaction;environment;;geralt_blow_up_nest_001;geralt blow up nest 001;114
animations\interaction\environment\man_geralt_focus.w2anims;vanilla-interaction;environment;;geralt_finding_clues_high_end;geralt finding clues high end;30
animations\interaction\environment\man_geralt_focus.w2anims;vanilla-interaction;environment;;geralt_finding_clues_high_loop;geralt finding clues high loop;60
animations\interaction\environment\man_geralt_focus.w2anims;vanilla-interaction;environment;;geralt_finding_clues_high_smell;geralt finding clues high smell;152
animations\interaction\environment\man_geralt_focus.w2anims;vanilla-interaction;environment;;geralt_finding_clues_high_start;geralt finding clues high start;30
animations\interaction\environment\man_geralt_focus.w2anims;vanilla-interaction;environment;;geralt_finding_clues_low_end;geralt finding clues low end;30
animations\interaction\environment\man_geralt_focus.w2anims;vanilla-interaction;environment;;geralt_finding_clues_low_loop;geralt finding clues low loop;60
animations\interaction\environment\man_geralt_focus.w2anims;vanilla-interaction;environment;;geralt_finding_clues_low_smell;geralt finding clues low smell;85
animations\interaction\environment\man_geralt_focus.w2anims;vanilla-interaction;environment;;geralt_finding_clues_low_start;geralt finding clues low start;30
