CAT1;CAT2;CAT3;ID;Caption;duration
geralt;group3;;393064;Not so ordinary. Monster like that's a serio...;7.536875
geralt;group3;;393066;Mhm. I handle creatures like that, I know ho...;7.56494
geralt;group3;;393070;Just one small problem. The leshen's marked ...;11.736324
geralt;group3;;393074;Words aren't enough. Gotta find the mark my ...;3.6281476
geralt;group3;;393078;Went to look at the tracks in the woods. Spi...;5.5420375
geralt;group3;;393094;It's not intentional, the marked individual ...;3.717837
geralt;group3;;393106;Thought you liked the girl.;1.6758482
geralt;group3;;393179;Whatever we do, we gotta find the botchling ...;3.0047088
geralt;group3;;393199;The sooner we resolve this, the better. Best...;4.3936133
geralt;group3;;393210;Need to tend to something first.;1.9600732
geralt;group3;;393303;How'm I supposed to help?;1.4989033
geralt;group3;;393369;You guessed it.;1.1363217
geralt;group3;;393371;Trash like you - not even worth bruising my ...;3.6832268
geralt;group3;;393406;Think I have something that was meant for yo...;2.4245656
geralt;group3;;393459;Hunting outlaws - just not what I do.;2.8886855
geralt;group3;;393463;I'll bite. What's the famous Djenge Frett ne...;4.2957697
geralt;group3;;393481;You hunting them?;1.0814724
geralt;group3;;393492;Long story. Got something to take care of he...;3.1567173
geralt;group3;;393504;Could ask you the same. Places like this - u...;5.828988
geralt;group3;;393516;How'd you fall?;1.11064
geralt;group3;;393520;Looks like you succeeded.;1.3703238
geralt;group3;;393524;Got lucky anyway. Could've broken his neck f...;4.0253816
geralt;group3;;393534;This celandine should help you. Won't mend y...;4.694941
geralt;group3;;393538;Love to help, but a medic's what you need.;2.7216363
geralt;group3;;393542;Need a medic or a druid, not a witcher. Fare...;3.6472147
geralt;group3;;393566;Hm, you're as lovely as...;2.2860465
geralt;group3;;393574;As rotten meat. And you're a monster. And I ...;4.5234194
geralt;group3;;393582;Not interested.;1.2118541
geralt;group3;;393596;Not going with her? Funny, thought you cared...;3.6254766
geralt;group3;;393602;Killing the leshen won't be easy. Stay out o...;4.2830324
geralt;group3;;393604;Go to your homes, stay inside. If I don't co...;5.6238613
geralt;group3;;393622;Who were they?;1.0039697
geralt;group3;;393628;Geralt of Rivia. I'm a witcher.;2.7620256
geralt;group3;;393630;Just a traveler. Happened to be passing thro...;2.9642897
geralt;group3;;393634;Lugos'll wonder what happened to his men. Wh...;3.5869296
geralt;group3;;393638;Think I'll manage. Good luck.;3.0676816
geralt;group3;;393650;Sorry, can't take this on right now. Farewel...;3.145
geralt;group3;;393676;Interesting as monikers go.;1.7566829
geralt;group3;;393682;Your clan planning to take up arms against N...;2.5572577
geralt;group3;;393883;Lead me to those bound to you by blood.;2.7823734
geralt;group3;;393901;Came across some bodies in the woods, victim...;7.956025
geralt;group3;;393909;I'm sorry.;0.97303617
geralt;group3;;393911;So who do you see playing the Doppler-Prince...;2.5212252
geralt;group3;;393915;Who's your other option?;1.3211895
geralt;group3;;393923;You don't wanna know...;1.4099789
geralt;group3;;393929;Let's go with Abelard. I'll take a reliable ...;5.1553955
geralt;group3;;393933;Let's risk it and give the role to Maxim.;2.319156
geralt;group3;;393941;Know where to go? Got any clues?;2.1193042
geralt;group3;;393945;Hope you find her.;1.1375417
geralt;group3;;393974;Sorry, in a bit of a hurry.;1.9399743
geralt;group3;;393988;Hmm, trail goes on. Good thing it doesn't en...;4.3701878
geralt;group3;;394008;All right, let's start. Wanna get this over ...;2.757809
geralt;group3;;394032;If it turns out we can't transform the botch...;5.645781
geralt;group3;;394196;I've heard enough. You've got a monster prob...;6.4033737
geralt;group3;;394204;Great. Really helpful, all of you.;2.4924598
geralt;group3;;394927;C'mon... It was nothing...;1.7775954
geralt;group3;;395458;Thanks.;0.72920984
geralt;group3;;395653;I'm no executioner.;1.850183
geralt;group3;;395705;What happened to the woman?;1.6070415
geralt;group3;;396473;Someone's speaking through you?;1.8104451
geralt;group3;;396481;A dagger? What for?;1.8982307
geralt;group3;;396493;I'll talk to the ealdorman, but I can't prom...;3.1999595
geralt;group3;;396573;Others call them the Crones, but you call th...;3.9516728
geralt;group3;;396577;In what way?;1.1387401
geralt;group3;;396585;I'm supposed to help solve your problem. Tel...;4.983864
geralt;group3;;396593;I'll look around the Whispering Hillock.;1.8162891
geralt;group3;;396601;Deal me in, then.;1.2614518
geralt;group3;;396627;Changed my mind. Rather not sit down to a ga...;3.414471
geralt;group3;;396659;I win.;0.84129494
geralt;group3;;396677;If you insist...;1.2270436
geralt;group3;;396681;Sober up. Then we'll play.;2.056576
geralt;group3;;396697;Wanna play?;0.8493419
geralt;group3;;396701;Not in the mood for cards. Maybe later.;2.4500103
geralt;group3;;396763;All right... Let's change the subject.;2.8034368
geralt;group3;;397220;Should look around.;1.3919854
geralt;group3;;397282;Won't find much else here.;1.5913872
geralt;group3;;397377;Who rules this land now?;1.6337812
geralt;group3;;397381;By whose decree - Temerian or Nilfgaardian?;2.9437482
geralt;group3;;397891;Leshen's territory begins here. Need to dest...;5.7176175
geralt;group3;;397969;Had your men in mind, their company. Sure yo...;5.6512575
geralt;group3;;398125;Want a rematch?;1.1260333
geralt;group3;;398184;I noticed.;1.2063721
geralt;group3;;398198;Look on the bright side. Unlucky at cards, l...;4.0610423
geralt;group3;;398210;Thanks.;0.973832
geralt;group3;;398236;Still torturing him?;1.6148083
geralt;group3;;398649;It's a matter of the hand, not the steel it'...;2.897893
geralt;group3;;398704;What'd this man do to you?;1.7958121
geralt;group3;;398714;Let him go.;1.1231024
geralt;group3;;398716;Do what you want.;1.2542106
geralt;group3;;399007;Uh, must be a misunderstanding.;2.4271357
geralt;group3;;399016;Believe I did have the pleasure to meet thos...;2.9803438
geralt;group3;;399022;What were the names again? Olgard and Vick?;2.7708938
geralt;group3;;399026;Give them my regards.;1.6804916
geralt;group3;;399259;Wondering if I could take part in the races.;2.089921
geralt;group3;;399788;Would a few crowns refresh your memory?;2.1802378
geralt;group3;;399794;You sure? Give it a think.;2.569899
geralt;group3;;399804;You're hard at work. Won't interrupt.;2.3113627
geralt;group3;;400289;Signs of a fight in the room - hole in the w...;5.9257293
geralt;group3;;400301;If I'd not come, only one man would've died....;5.7428164
geralt;group3;;400326;Tamara present for all this? She see you qua...;2.92777
geralt;group3;;400336;What happened next?;1.3066653
geralt;group3;;400367;Get word to the common folk. Oughta stay in ...;5.598863
geralt;group3;;400371;Got the botchling's blood. Know what to do? ...;4.447049
geralt;group3;;400418;The fires - why do we need them?;2.0339246
geralt;group3;;400422;What now?;0.8661989
geralt;group3;;400428;What'll come?;1.035347
geralt;group3;;400432;What about you? What'll you do?;2.033467
geralt;group3;;400438;All right, no reason to dawdle.;2.3153684
geralt;group3;;400589;No need to be afraid, little guy. I'm not go...;6.8582525
geralt;group3;;400593;I want to help that woman. She could be in d...;3.4024863
geralt;group3;;400597;So, kid, who did you see? Who came here?;3.3403547
geralt;group3;;400599;Tell me everything you remember.;1.6476781
geralt;group3;;400601;I wanna hear this dream, then.;1.8490427
geralt;group3;;400609;They seem desperate. Let 'em through. Can't ...;4.0677633
geralt;group3;;400613;Sorry, can't get involved. You're on your ow...;3.3145976
geralt;group3;;400617;King's a long way away, and your pay's proba...;5.5243545
geralt;group3;;400636;They call you Voytek?;1.5852109
geralt;group3;;400680;Why?;0.7398986
geralt;group3;;400722;Stay off the roads. Liable to run into anoth...;3.4691792
geralt;group3;;400812;But where did you all come from?;1.7458239
geralt;group3;;400973;Dark power? You need a knight-errant, or a w...;4.3970423
geralt;group3;;401015;Let 'em through, before I get angry.;2.457366
geralt;group3;;401039;Someplace far away.;1.6251199
geralt;group3;;401071;Let these people pass.;1.8213366
geralt;group3;;401276;What marks?;1.307947
geralt;group3;;401282;Burned? Like a cattle brand?;2.3504906
geralt;group3;;401304;It's where I saw her last.;1.6981752
geralt;group3;;401306;It is?;0.8176166
geralt;group3;;401316;Fine, what happened next?;1.9463779
geralt;group3;;401386;Got every right to be angry at your father, ...;3.6379895
geralt;group3;;401396;Because he knows something about someone dea...;5.694554
geralt;group3;;401470;What're you doing?;1.4560819
geralt;group3;;401474;Calm down. I'm going.;1.9818182
geralt;group3;;401514;He's no saint, that's clear. But he's got th...;5.124112
geralt;group3;;401518;He made a mistake and knows that. I'm not de...;8.184289
geralt;group3;;401522;You're right, your father's a jackass.;2.8647926
geralt;group3;;401526;Your father's a vile man. You're angry and b...;4.747579
geralt;group3;;401532;Finding you and your mother - seems to me th...;7.8929677
geralt;group3;;401632;All of you?;0.8558634
geralt;group3;;401686;Your mother's in Crookback Bog. Seems quite ...;5.673966
geralt;group3;;401717;Desperate fathers have been known to do a lo...;3.3773851
geralt;group3;;401721;You don't need mutations to strip men of the...;5.1571145
geralt;group3;;401723;Didn't set out to hurt anyone. I was attacke...;3.740454
geralt;group3;;401745;Is it my imagination, or is this tapestry ma...;3.0390656
geralt;group3;;401751;Where do you get human hair?;2.0250025
geralt;group3;;401757;What if the weft's crooked?;1.4207755
geralt;group3;;401765;Glad you know who I am. Haven't introduced y...;3.90494
geralt;group3;;401793;Is this a curse? You trapped in the tapestry...;3.1742384
geralt;group3;;401955;I don't believe you, spirit. Too many claim ...;5.59352
geralt;group3;;402163;You realize that might not be that easy.;2.2859251
geralt;group3;;402171;Hence the candlesticks in your room. So, you...;4.69568
geralt;group3;;402203;Thanks. Thing is, fire's tricky. It's easy t...;5.035038
geralt;group3;;402205;Wouldn't be so sure of that. Been to Novigra...;8.307552
geralt;group3;;402217;Rings a bell.;1.1954023
geralt;group3;;402261;I appreciate your concern, but I don't need ...;6.100453
geralt;group3;;402341;Where are you gonna take her?;1.3068694
geralt;group3;;402364;In that case... good luck.;2.3176553
geralt;group3;;402505;Sooner you accept this, the better. Face it ...;4.518289
geralt;group3;;402511;You can always try. Wouldn't get my hopes up...;3.2211444
geralt;group3;;402515;She's not coming back. Period. And I don't b...;6.484077
geralt;group3;;402521;Can always try. Wouldn't count on succeeding...;3.6077688
geralt;group3;;402527;Probably not like you'd have wanted. She thr...;3.3580987
geralt;group3;;402533;I offer your remains.;1.7686292
geralt;group3;;402553;They fled by night. They were riding past th...;6.1571617
geralt;group3;;402557;No.;0.56612736
geralt;group3;;402561;The creature carried her deep into Crookback...;6.1451206
geralt;group3;;402578;She made a pact with the Crones and... well, I...;5.1438475
geralt;group3;;402587;She was with child, a child she didn't want ...;14.01985
geralt;group3;;402589;Anna must've thought the child inside her wo...;11.2355585
geralt;group3;;402596;Then they placed magic tethers on her, tethe...;6.661525
geralt;group3;;402677;Do what you will, but leave me out of this. ...;8.1203
geralt;group3;;402705;I've warned you. What you do - that's your b...;3.7217853
geralt;group3;;402707;Venturing into the swamp, even with armed me...;9.939687
geralt;group3;;402721;Probably not. But I'm a witcher.;2.383225
geralt;group3;;402852;Who was the letter to?;1.3694267
geralt;group3;;402856;This for me?;0.95680714
geralt;group3;;402864;Where'd you get these letters?;1.5070539
geralt;group3;;402871;Redanians guard the crossing.;1.9727244
geralt;group3;;403060;Your wife is with the Crones, as their serva...;2.811222
geralt;group3;;403128;Ones who live in Crookback Bog.;2.0038836
geralt;group3;;403267;Actually, that's exactly what I think.;2.2133274
geralt;group3;;403269;Doesn't matter what I believe.;1.4317443
geralt;group3;;403437;Still seems like your fault to me.;2.4874685
geralt;group3;;403452;All right. What then?;1.8307438
geralt;group3;;403496;You're right - fault's on both sides, yours ...;3.93417
geralt;group3;;403518;Got only yourself to blame, I think. Leaving...;4.2200255
geralt;group3;;403522;There's always a choice.;1.7154918
geralt;group3;;403526;Don't know why you're telling me all this. Y...;5.425729
geralt;group3;;403710;Dwarven moonshine - nothing stinks quite lik...;5.0857415
geralt;group3;;403717;Akh akh... That's gotta be dwarven moonshine, ...;2.8965516
geralt;group3;;403748;Strong stuff...;1.3414143
geralt;group3;;403754;Guess they call you the Bloody Baron for a r...;3.104433
geralt;group3;;403756;Imagine Anna wasn't exactly pleased...;2.6224108
geralt;group3;;403760;Your nickname. Makes sense now.;2.6386468
geralt;group3;;403771;How'd you find out?;1.1124916
geralt;group3;;403982;Don't have any raven feathers. Gotta look ar...;2.7335644
geralt;group3;;404842;Always prepared.;1.4796242
geralt;group3;;404846;Let's do this.;1.1271474
geralt;group3;;404848;Need a moment to get ready.;1.4564108
geralt;group3;;404885;You the ones destroying shrines all over Vel...;2.6351593
geralt;group3;;404899;The locals claim the gods are unhappy. No fe...;3.7309942
geralt;group3;;404911;Great. Need a favor, though - you gotta clea...;8.35945
geralt;group3;;404913;Stop this. End it.;2.0316076
geralt;group3;;404923;You'll do what you want. But if I were you, ...;4.8939147
geralt;group3;;404925;Amusing as this little show is, I'm getting ...;5.25134
geralt;group3;;405088;Dijkstra... and Triss?;2.6315658
geralt;group3;;405174;Luck? Guess things could be worse. You get i...;6.017765
geralt;group3;;405184;I was attacked.;1.1026397
geralt;group3;;405188;Murderers?;1.0621592
geralt;group3;;405200;I can hear a voice. Can't see who it belongs...;2.8210979
geralt;group3;;405249;Hm. Thing is, you're not a witcher or a mage...;4.499558
geralt;group3;;405261;How'd this happen?;1.0946348
geralt;group3;;405269;Must've been pretty desperate to play for th...;2.3740158
geralt;group3;;405273;Funny story? How so?;2.3136485
geralt;group3;;405285;Hilarious. Real side-splitter.;2.6560729
geralt;group3;;405289;Proper baron now - even got a jester.;2.7949686
geralt;group3;;405291;Who are you?;1.016959
geralt;group3;;405295;Never heard of a druids' circle in Velen.;2.3159883
geralt;group3;;405307;Whisper to the wolves. Tell them to stay awa...;3.7913387
geralt;group3;;405311;You claim to be imprisoned. How so?;2.7514012
geralt;group3;;405317;If something threatens the orphans, I'll hel...;3.321513
geralt;group3;;405329;How so?;0.952936
geralt;group3;;405355;No. But he doesn't look dangerous.;2.306439
geralt;group3;;405367;Time I was on my way. So long.;2.656915
geralt;group3;;405667;She's insane.;1.3849705
geralt;group3;;405697;Geralt of Rivia. Blobtits call me the Butche...;4.0159154
geralt;group3;;405731;You know I'm looking for Ciri.;1.7593533
geralt;group3;;405914;Didn't come here in anger.;1.6278784
geralt;group3;;405932;Just the look of them - hideous monsters cla...;4.546709
geralt;group3;;406270;Keira's up to something. Better see what it ...;3.1626408
geralt;group3;;406277;He's sensed something... Gotta stay further ba...;2.7339067
geralt;group3;;406279;More cautious than I thought. Can't get too ...;3.08936
geralt;group3;;406501;Dammit. They knew I was coming, sealed the p...;3.246906
geralt;group3;;407521;Boots a bit big, maybe? Careful not to trip.;3.3097584
geralt;group3;;407525;Ooh, that's rough. My sympathies.;3.2134366
geralt;group3;;407533;At your service. Let's get this over with.;3.6121774
geralt;group3;;407557;Had enough?;1.1121603
geralt;group3;;407561;You again? Want some more? Bruises on your a...;4.849531
geralt;group3;;407568;Brought friends? Hm. They all pledge to defe...;5.561158
geralt;group3;;407618;You never asked. But, since you've all gone ...;4.950289
geralt;group3;;407620;You're right - guess you had no choice in th...;4.9783525
geralt;group3;;407630;May I?;0.75637335
geralt;group3;;407634;Hello again.;0.89977056
geralt;group3;;407638;Mind if I join you?;1.299289
geralt;group3;;407699;Fair enough.;1.005154
geralt;group3;;408063;I wanna know about travelers, not locals.;2.7099764
geralt;group3;;408100;Might as well leave it. Triss must've thrown...;3.6283102
geralt;group3;;408102;Get it back to Triss.;1.233615
geralt;group3;;408198;What business?;1.1086112
geralt;group3;;408206;Fine, I'm going.;1.6392543
geralt;group3;;408208;I look like a Nilfgaardian to you?;2.0921679
geralt;group3;;408327;Heard you've been waiting for me. How're the...;3.693436
geralt;group3;;408329;What'd you expect - a big sun on my chest? W...;5.2448745
geralt;group3;;408331;Don't like to hear humans referred to as "go...;3.0659695
geralt;group3;;408359;I really don't like to hear humans reffered ...;5.460815
geralt;group3;;408509;Hand over the documents, thief.;1.8695322
geralt;group3;;408525;Played cards for them once. Care to play aga...;2.9264722
geralt;group3;;408529;You're clearly in the middle of a lucky stre...;3.738429
geralt;group3;;408533;Listen, it's like this: either give me the p...;5.3699694
geralt;group3;;408537;How much're they worth to you?;1.6934851
geralt;group3;;408541;I'll be back.;1.0781612
geralt;group3;;408551;Gods know I'll only ever say kind things abo...;3.2394352
geralt;group3;;408658;Look, I have no idea what you want from me.;2.4950526
geralt;group3;;408662;Picking flowers.;1.3341206
geralt;group3;;408676;Don't think I care.;1.4363121
geralt;group3;;408751;Thanks for the information.;1.4808717
geralt;group3;;408786;Himself and his company?;1.7026744
geralt;group3;;408824;What do you think?;1.2312574
geralt;group3;;409080;Gonna need a new cart - gotta burn this one....;3.7694533
geralt;group3;;409084;Anyone learns you carried plague victims in ...;4.0944996
geralt;group3;;409092;Hmm... We met before?;2.6382463
geralt;group3;;409141;Looking for ghouls? Why?;2.2591822
geralt;group3;;409163;Dammit. Supposed to keep the fires lit.;2.1492538
geralt;group3;;409165;Congratulations. You'll make a great queen.;2.7261968
geralt;group3;;409187;No.;0.8459978
geralt;group3;;409281;What is it?;0.77920645
geralt;group3;;409289;What do you need?;0.9505841
geralt;group3;;409317;This is the head of an elf!;1.5635877
geralt;group3;;409336;Greetings.;0.7240284
geralt;group3;;409338;Hey, Sjusta.;0.9415347
geralt;group3;;409671;Probably decided you weren't paying them eno...;2.4771721
geralt;group3;;409675;Hiring thugs - not a good idea these days. N...;6.2120876
geralt;group3;;409992;Let's do this.;1.2253767
geralt;group3;;409994;Not in the mood to fight.;1.4944552
geralt;group3;;410086;Believe me, doing you a big favor by not giv...;4.9575977
geralt;group3;;410098;Calm down, don't want any trouble. Here, dri...;4.3537383
geralt;group3;;410100;Fine, take this.;1.8923208
geralt;group3;;410102;Got any beer?;0.93292
geralt;group3;;410210;Deepest condolences on the death of your hus...;2.4247108
geralt;group3;;410215;See you, Crach.;1.089603
geralt;group3;;410219;War with Nilfgaard's already started from wh...;2.795286
geralt;group3;;410223;Farewell.;0.7529636
geralt;group3;;410242;Novigrad a long way off?;1.64496
geralt;group3;;410341;Can we talk?;0.9060079
geralt;group3;;410357;Can't your dogs do that?;1.4252743
geralt;group3;;410479;A baron?;0.91272336
geralt;group3;;410566;Shit...!;0.68136126
geralt;group3;;410935;Can't go just yet.;1.2522435
geralt;group3;;410985;I'm looking for Ciri. That Ciri. And no one ...;5.632759
geralt;group3;;410989;I'm looking for a certain young woman.;2.3045313
geralt;group3;;410999;What was an elven mage doing in Velen?;2.2687092
geralt;group3;;411013;Apparently, she quarreled with the local wit...;2.5594428
geralt;group3;;411181;Hungry specters. Botchling's scent attracted...;3.681087
geralt;group3;;411223;Hair turned completely gray. Scared witless,...;4.076424
geralt;group3;;413059;Gotta say, never really believed in omens an...;3.5140407
geralt;group3;;413087;If you don't mind, Yen, I'd like to ask abou...;5.724372
geralt;group3;;413109;Nice to meet you both.;1.4307501
geralt;group3;;413111;Strange man.;1.4539351
geralt;group3;;413246;Mahakaman spirit. Someone ruined several bar...;4.0480237
geralt;group3;;413301;I think you're about to let me in.;2.2679842
geralt;group3;;413563;Try to break through.;1.3906306
geralt;group3;;413599;Sober up.;1.1462499
geralt;group3;;413639;Greetings, ma'am.;1.1062733
geralt;group3;;413647;Farewell.;0.81176305
geralt;group3;;413676;Missed a spot.;1.0957271
geralt;group3;;413684;No. To talk.;1.9245538
geralt;group3;;413748;Picked a strange place to hide.;1.8261813
geralt;group3;;413752;Emperor does keep mages on a short leash, bu...;4.6253557
geralt;group3;;413858;Indications are she's hiding from someone. I...;5.924986
geralt;group3;;413946;Ciri visited Skellige earlier. She was trave...;5.499554
geralt;group3;;413950;Wish I knew.;1.1284426
geralt;group3;;413986;Hm. And the prophecy at the end? Ithlinne's ...;5.5931954
geralt;group3;;413996;Out of the question.;1.2785362
geralt;group3;;414079;Married a wise woman.;1.5060016
geralt;group3;;414105;So, betcha saw this question coming: what ar...;4.100937
geralt;group3;;414126;She didn't want the child?;1.4093777
geralt;group3;;414297;No. My medallion--;1.8260602
geralt;group3;;414444;I'll remember.;1.029771
geralt;group3;;414562;Mean the persecution mages now face?;2.308843
geralt;group3;;414598;What's wrong with voting for your king?;1.8443352
geralt;group3;;414604;Take it you have a specific family in mind.;2.481229
geralt;group3;;414775;I want my chance in the arena.;2.1788783
geralt;group3;;414785;What's your rate these days? A couple dozen ...;4.5270205
geralt;group3;;414787;My undying gratitude. Good enough?;3.2538106
geralt;group3;;414831;Time I was on my way. Thanks for your help.;3.208099
geralt;group3;;414837;You don't look like you can get home on your...;3.9691863
geralt;group3;;414841;No. Thank you for your help. Let's go.;3.35671
geralt;group3;;414941;You know I had to.;1.6564403
geralt;group3;;414987;See you, Keira.;1.1061269
geralt;group3;;415134;I'm looking for a woman with ashen hair. See...;3.1844373
geralt;group3;;415138;Why not?;0.94808316
geralt;group3;;415142;Lost your voice?;1.1648822
geralt;group3;;415177;This the place? Let me look around.;2.5241768
geralt;group3;;415201;Heard you're taking on challengers in fistfi...;2.7533333
geralt;group3;;415271;Hm, in real life you're... different... than y...;5.7414813
geralt;group3;;415350;Good. Let's go.;1.6629379
geralt;group3;;415588;War reached Novigrad yet?;1.6049179
geralt;group3;;415592;Many a ruler's choked on that bone.;2.1630704
geralt;group3;;415610;Mhm. The scholars especially.;2.8975205
geralt;group3;;415703;Hang on a minute... I helped you - now you h...;2.9472005
geralt;group3;;415709;Nuts, completely.;1.7467489
geralt;group3;;415943;I'm new here.;1.096815
geralt;group3;;415949;Thanks, I'll keep it in mind.;1.6718951
geralt;group3;;415958;Faulty memory. I've been here before.;2.6035113
geralt;group3;;416097;So, you know who sent me. Good, easier that ...;3.109881
geralt;group3;;416101;They help you often?;1.2319056
geralt;group3;;416107;Don't belong to anyone. Down to business, I ...;4.1120553
geralt;group3;;416117;Hear about an ashen-haired woman meeting the...;2.9324045
geralt;group3;;416121;They got informers?;1.176863
geralt;group3;;416127;Ever meet the Ladies of the Wood?;1.617644
geralt;group3;;416135;Need more details.;1.3347578
geralt;group3;;416166;When did all this start?;1.445593
geralt;group3;;416176;Guess that's everyone. Found you all.;2.3257756
geralt;group3;;416184;Found you. You're the last one.;2.0309575
geralt;group3;;416194;No one left hiding.;1.3673347
geralt;group3;;416200;Found you. Every last one.;2.0328534
geralt;group3;;416214;Ladies of the Wood don't know what this powe...;2.34377
geralt;group3;;416275;Examined the Whispering Hillock.;1.6415188
geralt;group3;;416279;Greetings.;0.7114149
geralt;group3;;416286;Small footprint... Johnny's been through here.;3.6692462
geralt;group3;;416294;Tracks lead to a burrow. Wonder what's insid...;3.386702
geralt;group3;;416299;Did what had to be done.;1.6155099
geralt;group3;;416303;So all those ears in the woods...;2.8885074
geralt;group3;;416329;Your Ladies of the Wood are three murderous ...;2.6277285
geralt;group3;;416337;The Crones - they've tricked you, they manip...;3.9552584
geralt;group3;;416341;You trust women you've never even seen? Why?;3.4471254
geralt;group3;;416357;Even the women weren't spared...;1.813114
geralt;group3;;416373;A kid.;0.9250732
geralt;group3;;416398;Once a year, that's it?;1.9508235
geralt;group3;;416402;Can see we'll never agree on this.;2.10851
geralt;group3;;416422;You've served those murdering hags faithfull...;6.855466
geralt;group3;;416461;I saw women, children even, lying dead on th...;6.504209
geralt;group3;;416479;Saw bodies of women and children in the wood...;5.1362753
geralt;group3;;416503;You tried to kill her.;1.665248
geralt;group3;;416532;Must know the Crones pretty well.;2.247281
geralt;group3;;416546;Why did they kill you?;1.373393
geralt;group3;;416550;A bit of help, please? A young, ashen-haired...;4.9326158
geralt;group3;;416561;Then why do you say he's made up?;1.6296947
geralt;group3;;416565;I know that mark. This is Anna, the wife of ...;4.2135787
geralt;group3;;416584;If Johnny's real, he must leave prints.;2.4995944
geralt;group3;;416641;You did.;0.9424527
geralt;group3;;416651;A witch lives around here somewhere. You kno...;2.9913852
geralt;group3;;416849;Sorry, I thought... thought Elihal was one of ...;5.4486485
geralt;group3;;416867;She's slipped away, again... I was so close.;3.226187
geralt;group3;;416899;Giant tracks.;1.1387765
geralt;group3;;416905;Hm. Mhm.;1.5914692
geralt;group3;;416941;Know where I can find her?;1.3186414
geralt;group3;;416947;Farewell.;0.7334767
geralt;group3;;417121;Waiting for me?;1.0839345
geralt;group3;;417185;I've cleared the way to the tower. You can g...;6.9102325
geralt;group3;;417272;They ran towards the caves...;1.6442692
geralt;group3;;417274;Someone tripped and fell - but managed to ge...;3.1331406
geralt;group3;;417278;Blood. Lots of it.;2.030682
geralt;group3;;417280;Blood trail leads to the cave.;2.004267
geralt;group3;;417333;No. We'll talk about your promise.;2.6570106
geralt;group3;;417337;I can see you!;1.0975466
geralt;group3;;417339;There you are.;1.1363181
geralt;group3;;417453;Challenge me again - raise your hand, draw y...;7.0028815
geralt;group3;;417455;Go back to Maid Bilberry and apologize for b...;7.912703
geralt;group3;;417644;All right. Oughta look around. But first - s...;4.4975486
geralt;group3;;417646;No. But I am wondering, for instance, how th...;3.890111
geralt;group3;;417654;Bart, you see them?;1.4893433
geralt;group3;;417687;A girl and plaited flowers.;2.2712927
geralt;group3;;417699;Chop, chop. Speed up. Let's get this over wi...;2.8669026
geralt;group3;;417713;Cozy burrow, good location. Must know about ...;5.040465
geralt;group3;;417717;Doesn't bother you, having monsters for neig...;2.5905852
geralt;group3;;417731;Can't change the past, but you can still hel...;5.9469905
geralt;group3;;417761;Giant came down the mountain, barged into th...;6.377036
geralt;group3;;417782;Not a bit.;0.927857
geralt;group3;;417834;Something not normal. Something strange. May...;5.3904877
geralt;group3;;417836;He locked you up, alone, underground. Don't ...;6.416431
geralt;group3;;417867;C'mon. We can figure something out.;2.3652797
geralt;group3;;417869;I'm not the one you need to explain this to.;2.4460309
geralt;group3;;417872;You trusted Philippa Eilhart once, too...;2.6240144
geralt;group3;;417882;Should search this hole.;1.8622658
geralt;group3;;417941;Floor's worn by a moving door - something be...;4.222625
geralt;group3;;417943;What if someone does cross them?;1.8617377
geralt;group3;;417945;An orphanage in a swamp?;1.6399088
geralt;group3;;417964;*Sniffs* Strange smell. Bit like incense... Bi...;6.180167
geralt;group3;;418079;Clothing... From six men.;1.7945472
geralt;group3;;418249;Never witnessed a séance like this before. L...;4.216565
geralt;group3;;418404;Never said I knew where you were going. Just...;4.2297897
geralt;group3;;418446;Thought you were someone else.;1.47496
geralt;group3;;418588;Yeah, guess a true poet observes life in all...;6.453365
geralt;group3;;418660;Hm, truly perverse...;2.0316463
geralt;group3;;418742;Solved your problem. Just in case, though, a...;4.3770175
geralt;group3;;418771;Hollered something about him being a scoundr...;4.0051484
geralt;group3;;418775;Threw flower pots at him?;1.5276436
geralt;group3;;418800;You wanna take this one, then?;1.6651765
geralt;group3;;418834;I'm the new cook.;1.181343
geralt;group3;;418840;Nothing. Wrong house.;1.7781333
geralt;group3;;418846;No buggers left to gut. Took care of 'em on ...;3.5452244
geralt;group3;;419059;Hm, not what I came for.;2.1660447
geralt;group3;;419071;You there when the giant attacked?;1.8723493
geralt;group3;;419095;Jarl of Undvik - tell me about his death.;2.8319294
geralt;group3;;419101;Harald was dead by then?;1.6601374
geralt;group3;;419107;I should go.;1.0657471
geralt;group3;;419155;How did you manage to survive?;1.7675933
geralt;group3;;419425;Tried to butcher her like an animal and eat ...;2.5179486
geralt;group3;;419437;You tried to kill her. Can't forgive you for...;3.1823618
geralt;group3;;419443;She escaped you, but I'll find her. We'll co...;5.602284
geralt;group3;;419778;Hjalmar seems popular around here.;2.3658814
geralt;group3;;419856;Duly heeded. Now show me what you got.;3.5520303
geralt;group3;;419858;Don't have time to give you another lesson.;2.5443468
geralt;group3;;419899;Why do you think the kids from the meadow ar...;2.6114953
geralt;group3;;419903;Where'd they take them? I can help.;1.9424917
geralt;group3;;419911;I know this is none of my business, but why ...;3.5966785
geralt;group3;;419925;I manage to stay interested.;1.8752283
geralt;group3;;419987;Ah, the bottle from the nest. Already got it...;3.6120126
geralt;group3;;420000;You all right?;0.8474758
geralt;group3;;420004;Is it over?;0.91641074
geralt;group3;;420027;Recruited quite a few men... No Hjalmar here, ...;4.05865
geralt;group3;;420031;Giant's pantry.;1.6270072
